Conference,Year,Title,Authors,PDF Link,File name,Code,status_code,Data,Comments,Assigned To
EuroS&P,2016,Security Analysis of Re-Encryption RPC Mix Nets,"Ralf Kuesters, Tomasz Truderung",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7467357,Ralf_Kusters_2016.pdf,,,,,
EuroS&P,2016,Foundations of Hardware-Based Attested Computation and Application to SGX,"Manuel Barbosa, Bernardo Portela, Bogdan Warinschi, Guillaume Scerri",https://eprint.iacr.org/2016/014.pdf,Manuel_Barbosa_2016.pdf,,,,,
EuroS&P,2016,Highly Efficient Algorithms for AES Key Retrieval in Cache Access Attacks,"Ashokkumar C, Ravi Prakash Giri, Bernard Menezes",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7467359,Ashokkumar_C_2016.pdf,,,,,
EuroS&P,2016,Highly-Efficient and Composable Password-Protected Secret Sharing (Or: How to Protect Your Bitcoin Wallet Online),"Stanislaw Jarecki, Aggelos Kiayias, Hugo Krawczyk, Jiayu Xu",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7467360,Stanislaw_Jarecki_2016.pdf,,,,,
EuroS&P,2016,Argon2: new generation of memory-hard functions for password hashing and other applications,"Alex Biryukov, Daniel Dinu, Dmitry Khovratovich",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7467361,Alex_Biryukov_2016.pdf,,,,,
EuroS&P,2016,Stubborn Mining: Generalizing Selfish Mining and Combining with an Eclipse Attack,"Kartik Nayak, Srijan Kumar, Andrew Miller, Elaine Shi",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7467362,Kartik_Nayak_2016.pdf,,,,,
EuroS&P,2016,Do not trust me: Using malicious IdPs for analyzing and attacking Single Sign-On,"Christian Mainka, Vladislav Mladenov, Jörg Schwenk",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7467363,Christian_Mainka_2016.pdf,,,,,
EuroS&P,2016,CacheKit: Evading Memory Introspection Using Cache Incoherence,"Ning Zhang, He Sun, Kun Sun, Wenjing Lou, Y. Thomas Hou",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7467364,Ning_Zhang_2016.pdf,,,,,
EuroS&P,2016,"ZETA - Zero-Trust Authentication: Relying on Innate Human Ability, not Technology","Andreas Gutmann, Karen Renaud, Joseph Maguire, Melanie Volkamer, Peter Mayer, Kanta Matsuura, Jörn Müller-Quade",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7467365,Andreas_Gutmann_2016.pdf,,,,,
EuroS&P,2016,The Limitations of Deep Learning in Adversarial Settings,"Nicolas Papernot, Patrick McDaniel, Somesh Jha, Matt Fredrikson, Z. Berkay Celik, Ananthram Swami",https://arxiv.org/pdf/1511.07528.pdf,Nicolas_Papernot_2016.pdf,,,,,
EuroS&P,2016,I Am Robot: (Deep) Learning to Break Semantic Image CAPTCHAs,"Suphannee Sivakorn, Iasonas Polakis, Angelos D. Keromytis",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7467367,Suphannee_Sivakorn_2016.pdf,,,,,
EuroS&P,2016,PKI Safety Net (PKISN): Solving the Too-Big-to-Be-Revoked Problem,"Pawel Szalachowski, Laurent Chuat, Adrian Perrig",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7467368,Pawel_Szalachowski_2016.pdf,,,,,
EuroS&P,2016,It Bends but Would it Break? Topological Analysis of BGP Infrastructures in Europe,"Sylvain Frey, Yehia Elkhatib, Awais Rashid, Karolina Follis, John Vidler, Nick Race, Chris Edwards",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7467369,Sylvain_Frey_2016.pdf,,,,,
EuroS&P,2016,AppScanner: Automatic Fingerprinting of Smartphone Apps From Encrypted Network Traffic,"Vincent F. Taylor, Riccardo Spolaor, Mauro Conti, Ivan Martinovic",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7467370,Vincent_Taylor_2016.pdf,,,,,
EuroS&P,2016,How Secure is TextSecure?,"Tilman Frosch, Christian Mainka, Christoph Bader, Florian Bergsma, Jorg Schwenk, Thorsten Holz",https://eprint.iacr.org/2014/904.pdf,Tilman_Frosch_2016.pdf,,,,,
EuroS&P,2016,To Du or not to Du: A Security Analysis of Du-Vote,"Steve Kremer, Peter Roenne",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7467372,Steve_Kremer_2016.pdf,,,,,
EuroS&P,2017,CodeArmor: Virtualizing the Code Space to Counter Disclosure Attacks,"Xi Chen, Herbert Bos, Cristiano Giuffrida",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7962000,Xi_Chen_2017.pdf,,,,,
EuroS&P,2017,Block Me If You Can: A Large-Scale Study of Tracker-Blocking Tools,"Georg Merzdovnik, Markus Huber, Damjan Buhov, Nick Nikiforakis, Sebastian Neuner, Martin Schmiedecker, Edgar Weippl",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961988,Georg_Merzdovnik_2017.pdf,,,,,
EuroS&P,2017,LUNA: Quantifying and Leveraging Uncertainty in Android Malware Analysis through Bayesian Machine Learning,"Michael Backes, Mohammad Nauman",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961981,Michael_Backes_2017.pdf,,,,,
EuroS&P,2017,Revisiting Browser Security in the Modern Era: New Data-only Attacks and Defenses,"Roman Rogowski, Micah Morton, Forrest Li, Fabian Monrose, Kevin Z. Snow, Michalis Polychronakis",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961991,Roman_Rogowski_2017.pdf,,,,,
EuroS&P,2017,WALNUT: Waging Doubt on the Integrity of MEMS Accelerometers with Acoustic Injection Attacks,"Timothy Trippel, Ofir Weisse, Wenyuan Xu, Peter Honeyman, Kevin Fu",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961948,Timothy_Trippel_2017.pdf,,,,,
EuroS&P,2017,Compiler-Agnostic Function Detection in Binaries,"Dennis Andriesse, Asia Slowinska, Herbert Bos",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961979,Dennis_Andriesse_2017.pdf,https://bitbucket.org/vusec/nucleus/src/master/,200,,,
EuroS&P,2017,Open Doors for Bob and Mallory: Open Port Usage in Android Apps and Security Implications,"Yunhan Jack Jia, Qi Alfred Chen, Yikai Lin, Chao Kong, Z. Morley Mao",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961980,Yunhan_Jia_2017.pdf,,,,,
EuroS&P,2017,Privacy-Preserving User Auditable Pseudonym Systems,"Jan Camenisch, Anja Lehmann",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961985,Jan_Camenisch_2017.pdf,,,,,
EuroS&P,2017,Auditable Data Structures,"Michael T. Goodrich, Evgenios M. Kornaropoulos, Michael Mitzenmacher, Roberto Tamassia",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961986,Michael_Goodrich_2017.pdf,,,,,
EuroS&P,2017,ARTist: The Android Runtime Instrumentation and Security Toolkit,"Michael Backes, Sven Bugiel, Oliver Schranz, Philipp von Styp-Rekowsky, Sebastian Weisgerber",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961998,Sven_Bugiel_2017.pdf,,,,,
EuroS&P,2017,Designing and proving an EMV-compliant payment protocol for mobile devices,"Véronique Cortier, Alicia Filipiak, Jan Florent, Saïd Gharout, Jacques Traoré",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961997,Veronique_Cortier_2017.pdf,,,,,
EuroS&P,2017,Refining Authenticated Key Agreement with Strong Adversaries,"Joseph Lallemand, David Basin, Christoph Sprenger",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961974,Joseph_Lallemand_2017.pdf,,,,,
EuroS&P,2017,Sealed-Glass Proofs: Using Transparent Enclaves to Prove and Sell Knowledge,"Florian Tramer, Fan Zhang, Huang Lin Jean-Pierre Hubaux, Ari Juels, Elaine Shi",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961949,Florian_Tramer_2017.pdf,https://github.com/ftramer/sealed-glass-proofs,200,,,
EuroS&P,2017,FairTest: Discovering Unwarranted Associations in Data-Driven Applications,"Florian Tramer, Vaggelis Atlidakis, Roxana Geambasu, Daniel Hsu, Jean-Pierre Hubaux, Mathias Humbert, Ari Juels, Huang Lin",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7961993,Vaggelis_Atlidakis_2017.pdf,https://github.com/columbia/fairtest,200,,,
EuroS&P,2017,SoK: Single Sign-On Security – An Evaluation of OpenID Connect,"Christian Mainka, Vladislav Mladenov, Jörg Schwenk, Tobias Wich",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961984,Christian_Mainka_2017.pdf,,,,,
EuroS&P,2017,"9-1-1 DDoS: Attacks, Analysis and Mitigation","Mordechai Guri, Yisroel Mirsky, Yuval Elovici",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961982,Mordechai_Guri_2017.pdf,,,,,
EuroS&P,2017,Outsmarting Network Security with SDN Teleportation,"Kashyap Thimmaraju, Liron Schiff, Stefan Schmid",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7962003,Kashyap_Thimmaraju_2017.pdf,,,,,
EuroS&P,2017,Confidante: Usable Encrypted Email – A Case Study With Lawyers and Journalists,"Ada Lerner, Eric Zeng, Franziska Roesner",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961992,Ada_Lerner_2017.pdf,,,,,
EuroS&P,2017,Reasoning about Probabilistic Defense Mechanisms against Remote Attacks,"Martin Ochoa, Sebastian Banescu, Cynthia Disenfeld, Gilles Barthe, Vijay Ganesh",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961999,Martin_Ochoa_2017.pdf,,,,,
EuroS&P,2017,Privacy Threats through Ultrasonic Side Channels on Mobile Devices,"Daniel Arp, Erwin Quiring, Christian Wressnegger, Konrad Rieck",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961950,Daniel_Arp_2017.pdf,,,,,
EuroS&P,2017,Efficient and Flexible Discovery of PHP Application Vulnerabilities,"Michael Backes, Konrad Rieck, Malte Skoruppa, Ben Stock, Fabian Yamaguchi",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961989,Konrad_Rieck_2017.pdf,https://github.com/octopus-platform/joern,200,,,
EuroS&P,2017,Secure Queries on an Encrypted Multi-Writer Table,"Angelo Massimo Perillo, Giuseppe Persiano, Alberto Trombetta",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961976,Angelo_Perillo_2017.pdf,https://github.com/secureselect/SecSel,200,,,
EuroS&P,2017,Replay Attacks on Zero Round-Trip Time: The Case of the TLS 1.3 Handshake Candidates,"Marc Fischlin, Felix Günther",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961952,Marc_Fischlin_2017.pdf,,,,,
EuroS&P,2017,A Formal Security Analysis of the Signal Messaging Protocol,"Katriel Cohn-Gordon, Cas Cremers, Benjamin Dowling, Luke Garratt, Douglas Stebila",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961996,Katriel_Cohn-Gordon_2017.pdf,,,,,
EuroS&P,2017,Symbolic Models for Isolated Execution Environments,"Charlie Jacomme, Steve Kremer, Guillaume Scerri",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7962001,Charlie_Jacomme_2017.pdf,,,,,
EuroS&P,2017,Automated Verification for Secure Messaging Protocols and their Implementations: A Symbolic and Computational Approach,"Nadim Kobeissi, Karthikeyan Bhargavan, Bruno Blanchet",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961995,Nadim_Kobeissi_2017.pdf,,,,,
EuroS&P,2017,A Novel Approach for Reasoning about Liveness in Cryptographic Protocols and its Application to Fair Exchange,"Michael Backes, Jannik Dreier, Steve Kremer and Robert Kunnemann",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961953,Jannik_Dreier_2017.pdf,,,,,
EuroS&P,2017,Content delivery over TLS: a cryptographic analysis of Keyless SSL,"Karthikeyan Bhargavan, Ioana Boureanu, Pierre-Alain Fouque, Cristina Onete, Benjamin Richard",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8013427,Karthikeyan_Bhargavan_2017.pdf,,,,,
EuroS&P,2017,Accumulators with Applications to Anonymity-Preserving Revocation,"Foteini Baldimtsi, Jan Camenisch, Maria Dubovitskaya, Anna Lysyanskaya, Leonid Reyzin, Kai Samelin, Sophia Yakoubov",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961987,Foteini_Baldimtsi_2017.pdf,,,,,
EuroS&P,2017,Redactable Blockchain - or - Rewriting History in Bitcoin and Friends,"Giuseppe Ateniese, Bernardo Magri, Daniele Venturi, Ewerton R. Andrade",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961975,Giuseppe_Ateniese_2017.pdf,,,,,
EuroS&P,2017,Reputation Metrics Design to Improve Intermediary Incentives for Security of TLDs,"Maciej Korczynski, Samaneh Tajalizadehkhoob, Arman Noroozian, Maarten Wullink, Cristian Hesselman, Michel van Eeten",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7962004,Maciej_Korczynski_2017.pdf,,,,,
EuroS&P,2017,When Cellular Networks Met IPv6: Security Problems of Middleboxes in IPv6 Cellular Networks,"Hyunwook Hong, Hyunwoo Choi, Dongkwan Kim, Hongil Kim, Byeongdo Hong, Jiseong Noh, Yongdae Kim",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7962005,Hyunwook_Hong_2017.pdf,,,,,
EuroS&P,2017,Towards Practical Attacks on Argon2i and Balloon Hashing,"Joel Alwen, Jeremiah Blocki",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961977,Joel_Alwen_2017.pdf,https://github.com/ArgonAttack/AttackSimulation,200,,,
EuroS&P,2017,SoK: Fraud in Telephony Networks,"Merve Sahin, Aurelien Francillon, Payas Gupta, Mustaque Ahamad",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961983,Merve_Sahin_2017.pdf,,,,,
EuroS&P,2017,An Expressive (Zero-Knowledge) Set Accumulator,"Yupeng Zhang, Jonathan Katz, Charalampos Papamanthou",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961978,Yupeng_Zhang_2017.pdf,,,,,
EuroS&P,2017,"Internet Censorship in Thailand: User practices, potential threats and necessary responses","Genevieve Gebhart, Anonymous Author, Tadayoshi Kohno",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961994,Genevieve_Gebhart_2017.pdf,,,,,
EuroS&P,2017,On the Effectiveness of Virtualization Based Memory Isolation on Multicore Platforms,"Siqi Zhao, Xuhua Ding",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7962002,Siqi_Zhao_2017.pdf,,,,,
EuroS&P,2017,Large-scale Analysis & Detection of Authentication Cross-Site Request Forgeries,"Avinash Sudhodanan, Roberto Carbone, Luca Compagna, Nicolas Dolgin, Alessandro Armando, Umberto Morelli",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961990,Avinash_Sudhodanan_2017.pdf,,,,,
EuroS&P,2018,"More is Less: On the End-to-End Security of Group Chats in Signal,WhatsApp, and Threema","Paul Rosler,Christian Mainka,Jorg Schwenk",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406614,Paul_Rosler_2018.pdf,,,,,
EuroS&P,2018,What you get is what you C: Controlling side effects in mainstream C compilers,"Laurent Simon,David Chisnall,Ross Anderson",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406587,Laurent_Simon_2018.pdf,,,,,
EuroS&P,2018,ChainSmith: Automatically Learning the Semantics of Malicious Campaigns by Mining Threat Intelligence Reports,"Ziyun Zhu,Tudor Dumitras",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406617,Ziyun_Zhu_2018.pdf,,,,,
EuroS&P,2018,ERASER: Your Data Won’t Be Back,"Kaan Onarlioglu,William Robertson,Engin Kirda",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406597,Kaan_Onarlioglu_2018.pdf,https://www.onarlioglu.com/eraser/,200,,,
EuroS&P,2018,Get in Line: Ongoing Co-Presence Verification of a Vehicle Formation Based on Driving Trajectories,"Christian Vaas,Mika Juuti,N. Asokan,Ivan Martinovic",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406600,Christian_Vaas_2018.pdf,,,,,
EuroS&P,2018,Language-Independent Synthesis of Firewall Policies,"Chiara Bodei,Pierpaolo Degano,Riccardo Focardi,Letterio Galletta,Mauro Tempesta,Lorenzo Veronese",https://iris.imtlucca.it/bitstream/20.500.11771/12725/4/eurosp2018.pdf,Chirara_Bodei_2018.pdf,https://github.com/secgroup/fws,200,,,
EuroS&P,2018,Understanding User Tradeoffs for Search in Encrypted Communication,"Wei Bai,Ciara Lynton,Michelle L. Mazurek,Charalampos (Babis) Papamanthou",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406604,Wei_Bai_2018.pdf,,,,,
EuroS&P,2018,Short Double- and N-Times-Authentication-Preventing Signatures from ECDSA and More,"David Derler,Sebastian Ramacher,Daniel Slamanig",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406605,David_Derler_2018.pdf,,,,,
EuroS&P,2018,Formally Reasoning about the Cost and Efficacy of Securing the Email Infrastructure,"Patrick Speicher,Marcel Steinmetz,Robert Künnemann,Milivoj Simeonovski,Giancarlo Pellegrino,Jörg Hoffmann,Michael Backes",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406592,Patrick_Speicher_2018.pdf,http://mitigations.whocontrolstheinternet.com,-1,,,
EuroS&P,2018,Security Risks in Asynchronous Web Servers: When Performance Optimizations Amplify the Impact of Data-oriented Attacks,"Micah Morton,Jan Werner,Panagiotis Kintis,Kevin Snow,Manos Antonakakis,Michalis Polychronakis,Fabian Monrose",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406598,Micah_Morton_2018.pdf,,,,,
