Paper Title,Author,Link to Paper,Link for Code,Conference,Year,Author Affiliation,ReadMe,Type,Available,Last Modified,Language,Evaluate Later,Compiles,Output Matches,Hardware,Made for Reproducibility,Funding,Artifact Evaluation,Comments
"LaserShark: Establishing Fast, Bidirectional Communication&nbsp;into&nbsp;Air-Gapped Systems","Niclas Kuhnapfel,Stefan Preußler,Maximilian Noppel,Thomas Schneider,Konrad Rieck,Christian Wressnegger",https://dl.acm.org/doi/pdf/10.1145/3485832.3485911,https://github.com/intellisec/lasershark,ACSAC,2021,0,1,1,2,01/19/2020,Python,"Laser Pointer, Raspberry Pi, Arduino",0,-1,"Laser Pointer, Raspberry Pi, Arduino",1,"Helmholtz Association, Deutsche Forschungsgemeinschaft,  German Federal Ministry of Education and Research",1,Can build and plot but cannot fully test without extra hardware
DPIFuzz: A Differential Fuzzing Framework to Detect DPI Elusion Strategies for QUIC,"Reen, Gaganjeet Singh and Rossow, Christian",https://dl.acm.org/doi/pdf/10.1145/3427228.3427662,https://github.com/piano-man/DPIFuzz,ACSAC,2020,0,2,1,2,10/11/2020,Go,,-1,-1,,0,,1,"I couldn't get the build instructions to work due to 'go' issues, and their Docker container fails to run"
Detecting organized eCommerce fraud using scalable categorical clustering,"Samuel Marchal, Sebastian Szyller",https://dl.acm.org/doi/pdf/10.1145/3359789.3359810,https://github.com/SSGAalto/recagglo,ACSAC,2019,0,2,1,2,08/26/2020,Python,,2,-1,,0,"Zalando Payments GmbH, Academy of Finland",0,Python program has runtime error
VTPin: practical VTable hijacking protection for binaries,"Pawel Sarbinowski, Vasileios P. Kemerlis, Cristiano Giuffrida, Elias Athanasopoulos",https://dl.acm.org/doi/pdf/10.1145/2991079.2991121,https://github.com/uberspot/VTPin,ACSAC,2016,0,1,"1,3",2,02/28/2017,C++,,1,0,,1,European Commission,-1,Some results came back as infinite percent overhead
Toward a Secure Crowdsourced Location Tracking System,"Chinmay Garg, Aravind Machiry, Andrea Continella, Christopher Kruegel, Giovanni Vigna",https://dl.acm.org/doi/pdf/10.1145/3448300.3467821,https://github.com/ucsb-seclab/SECrow,WiSec,2021,0,2,1,2,05/26/2021,Python,Raspberry Pi,4,-1,Raspberry Pi,1,"Department of Homeland Security, Office of Naval Research",-1,Cannot check compilation or correctness without Raspberry Pi
MagicPairing: Apple’s Take on Securing Bluetooth Peripherals,"Dennis Heinze, Jiska Classen, Felix Rohrbach",https://dl.acm.org/doi/pdf/10.1145/3395351.3399343,https://github.com/seemoo-lab/internalblue/tree/master/examples/magicpairing,WiSec,2020,0,1,1,2,10/23/2020,Python,iOS Device,0,-1,iOS Device,0,"German Federal Ministry of Education, Hessen State Ministry for Higher Education, Research and the Art, National Research Center for Applied Cybersecurity ATHENE","0,2",Cannot verify correctness without iOS device
Physical-Layer Fingerprinting of LoRa devices using Supervised and Zero-Shot Learning,"Pieter Robyns, Eduard Marin, Wim Lamotte, Peter Quax, Dave Singelee, Bart Preneel",https://dl.acm.org/doi/pdf/10.1145/3098243.3098267,"https://github.com/rpp0/gr-lora, https://github.com/rpp0/lora-phy-fingerprinting",WiSec,2017,0,2,"1,3",2,12/10/2021,C++,SDR,0,1,,1,"Research Foundation Flanders, Research Council KU Leuven, imec Distributed Trust program, ICON project Diskman",4,Used test data to verify correctness
Happy MitM - Fun and Toys in Every Bluetooth Device,"Jiska Classen, Matthias Hollick",https://dl.acm.org/doi/pdf/10.1145/3448300.3467822,"https://github.com/seemoo-lab/internalblue/blob/master/doc/keychange.md, https://drive.google.com/drive/folders/1CYG-Mj_K_aIib3ZhjwrmQWamaZn9zWx-",WiSec,2021,0,1,4,2,06/22/2021,JavaScript,"iOS Device, Android Device",2,-1,"iOS Device, Android Device",1,"German Federal Ministry of Education, Hessen State Ministry for Higher Education, Research and the Art, National Research Center for Applied Cybersecurity ATHENE",2,Needs test devices to fully verify code
RIP StrandHogg: A Practical StrandHogg Attack Detection Method on Android,"Jasper Stang, Alexandra Dmitrienko, Sascha Roth",https://dl.acm.org/doi/pdf/10.1145/3448300.3468288,https://github.com/ActivityCounter/StrandHoggAttacks,WiSec,2021,1,1,4,2,06/14/2022,Java,Android Studio,5,-1,,1,,-1,
Recurring Verification of Interaction Authenticity Within Bluetooth Networks,"Travis Peters, Timothy J. Pierson, Sougata Sen, José Camacho, David Kotz",https://dl.acm.org/doi/pdf/10.1145/3448300.3468287,"https://github.com/traviswpeters/bluepy, https://github.com/traviswpeters/btsnoop",WiSec,2021,0,2,0,2,07/10/2019,C,Bluetooth Device,0,-1,Bluetooth Device,1,National Science Foundation,2,Needs Bluetooth device to verify
Let Numbers Tell the Tale: Measuring Security Trends in Wi-Fi Networks and Best Practices,"Domien Schepers, Aanjhan Ranganathan, Mathy Vanhoef",https://dl.acm.org/doi/pdf/10.1145/3448300.3468286,https://github.com/domienschepers/wifi-surveying,WiSec,2021,0,2,1,2,10/10/2023,Shell,,0,1,,1,"National Science Foundation, Center for Cyber Security at New York University Abu Dhabi ",-1,
FADIA: FAirness-Driven collaboratIve remote Attestation,"Mohamad Mansouri, Wafa Ben Jaballah, Melek Önen, Md Masoom Rabbani, Mauro Conti",https://dl.acm.org/doi/pdf/10.1145/3448300.3468284,https://github.com/MohamadMansouri/FADIA,WiSec,2021,1,0,1,2,07/01/2022,C++,UI Element,5,-1,,1,,-1,Requires a program that uses an IDE
Z-Fuzzer: Device-agnostic Fuzzing of Zigbee Protocol Implementation,"Mengfei Ren, Xiaolei Ren, Huadong Feng, Jiang Ming, Yu Lei",https://dl.acm.org/doi/pdf/10.1145/3448300.3468296,https://github.com/zigbeeprotocol/Z-Fuzzer,WiSec,2021,0,2,"1,3",2,10/16/2023,Python,Windows 10,5,-1,,1,"National Science Foundation, National Institute of Standards and Technology",-1,Requires a Windows 10 environment
ChirpOTLE: A Framework for Practical LoRaWAN Security Evaluation,"Frank Hessel, Lars Almon, Flor Álvarez",https://dl.acm.org/doi/pdf/10.1145/3395351.3399423,https://github.com/seemoo-lab/chirpotle,WiSec,2020,0,2,1,2,02/11/2024,Python,LoRaWAN Device,0,-1,LoRaWAN Device,1,"German Federal Ministry of Education, Hessen State Ministry for Higher Education, Research and the Art, National Research Center for Applied Cybersecurity ATHENE",2,Requires LoRaWAN Device like a Raspberry Pi with a module
Replay Attacks and Defenses Against Cross-shard Consensus in Sharded Distributed Ledgers,"Alberto Sonnino, Shehar Bano, Mustafa Al-Bassam, George Danezis",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230373,https://github.com/sheharbano/byzcuit,EuroS&P,2020,0,1,1,2,04/06/2020,Python,,-1,-1,,1,"EPSRC, EU H2020 DECODE project, chainspace.io",-1,Didn't build as instructions were lacking
"PESTO: Proactively Secure Distributed Single Sign-On, or How to Trust a Hacked Server","Carsten Baum, Tore Frederiksen, Julia Hesse, Anja Lehmann, Avishay Yanai",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230400,https://bitbucket.alexandra.dk/projects/OL/repos/pesto,EuroS&P,2020,1,1,1,2,03/06/2020,Java,,-1,-1,,1,"EU Horizon 2020 research and innovation programme, BIU Center for Research in Applied Cryptography and Cyber Security, Israel National Cyber Bureau in the Prime Minister’s Office",-1,I couldn't get the project to build successfully with Maven
Extensive Security Verification of LoRaWAN Key Establishment: Insecurities & Patches,"Stephan Wesemeyer, Ioana Boureanu, Zach Smith, Helen Treharne",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230413,https://github.com/lorawan-tamarin-analysis/lorawan-tamarin-analysis,EuroS&P,2020,0,2,1,2,11/21/2019,Python,,0,1,,1,,-1,
CHORUS: a Programming Framework for Building Scalable Differential Privacy Mechanisms,"Noah Johnson, Joseph P. Near, Joseph M. Hellerstein, Dawn Song",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9230409,https://github.com/uvm-plaid/chorus,EuroS&P,2020,0,1,1,2,08/01/2022,Scala,,0,1,,1,"Center for Long-Term Cybersecurity, DARPA & SPAWAR",-1,
ReFuzz - Structure Aware Fuzzing of the Resilient File System (ReFS),Grob Tobias and Schleier Tobias and Muller Tilo,dl.acm.org/doi/pdf/10.1145/3488932.3523260,https://www.cs1.tf.fau.de/research/system-security-group/refuzz/,AsiaCCS,2022,0,2,1,0,,Python,,-1,-1,,1,German Federal Ministry of Education and Research,-1,Timed out on this one. Ended on an undeclared path error while running their compile.sh script
"I came, I saw, I hacked: Automated Generation of Process-independent Attacks for Industrial Control Systems",Esha Sarkar and Hadjer Benkraouda and Michail Maniatakos,https://dl.acm.org/doi/pdf/10.1145/3320269.3384730,https://github.com/momalab/ICS_research_resources,AsiaCCS,2020,0,1,1,2,03/08/2020,Python,,1,-1,,1,"U.S. Office of Naval Research, NYU Abu Dhabi Global PhD Fellowship program, NYU Abu Dhabi Center for Cyber Security",-1,Python program compiles after I figured out dependencies but cannot find the necessary files to work completely
Hunting Sybils in Participatory Mobile Consensus-Based Networks,Nickolai Verchok and Alex Orailoglu.,https://dl.acm.org/doi/pdf/10.1145/3320269.3372200,https://github.com/nverchok/HuntingSybils,AsiaCCS,2020,0,0,1,2,04/18/2020,Python,,-1,-1,,1,National Science Foundation,-1,"Python dependencies are not listed and outdated. I tried reversing the dependencies myself and following the download instructions from the main dependency's GitHub, but neither worked"
Hidden in Plain Sight: Obfuscated Strings Threatening Your Privacy,Leonid Glanz and Muller Patrik and Lars Buamgartner and Micheal Rief and Svem Amann and Pauline  Anthonysamy and Mera Mezini,https://dl.acm.org/doi/pdf/10.1145/3320269.3384745,https://github.com/stg-tud/StringHound,AsiaCCS,2020,1,1,0,2,10/25/2021,Java,,1,-1,,0,"Hessian LOEWE initiative within the Software-Factory 4.0 project, DFG,  German Federal Ministry of Education and Research (BMBF),  Hessen State Ministry for Higher Education, Research and the Arts (HMWK)",-1,"Zero instructions for running this program, but I figured out a way to get it running. I couldn't find a way to fully evaluate it other than just getting to run though"
"KASLR: Break It, Fix It, Repeat",Claudio Canella and  Micheal Schwarz and Martin Haubenwallner and Martin Schwarzl and Daniel Gruss,https://dl.acm.org/doi/pdf/10.1145/3320269.3384747,https://github.com/IAIK/FLARE,AsiaCCS,2020,0,2,"3,4",2,06/30/2021,C,,1,-1,,0,"European Research Council (ERC), Austrian Research Promotion Agency (FFG),  Intel, ARM, Cloudflare",-1,
ERASER: Your Data Won’t Be Back,"Kaan Onarlioglu,William Robertson,Engin Kirda",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8406597,https://www.onarlioglu.com/eraser/,EuroS&P,2018,1,1,0,1,02/11/2018,C,,,,,1,"National Science Foundation, Secure Business Austria",-1,
Secure Queries on an Encrypted Multi-Writer Table,"Angelo Massimo Perillo, Giuseppe Persiano, Alberto Trombetta",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961976,https://github.com/secureselect/SecSel,EuroS&P,2017,0,1,0,2,04/19/2021,C++,,4,-1,,1,,-1,"Timed out trying to get this to compile. Ended with make file issues, I think with 32-bit vs 64-bit"
Efficient and Flexible Discovery of PHP Application Vulnerabilities,"Michael Backes, Konrad Rieck, Malte Skoruppa, Ben Stock, Fabian Yamaguchi",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961989,https://github.com/octopus-platform/joern,EuroS&P,2017,0,2,0,2,05/14/2024,Scala,,0,1,,1,German Ministry for Education and Research,-1,
Short: A Measurement Study of Tracking in Paid Mobile Applications,"Suranga Seneviratne, Harini Kolamunna, Aruna Seneviratne",https://dl.acm.org/doi/pdf/10.1145/2766498.2766523,"http://ibotpeaches.github.io/Apktool/, https://github.com/iBotPeaches/Apktool/tree/master/.github/assets/sponsors",WiSec,2015,0,,,,,,,,,,,,,
NativeGuard: Protecting Android Applications from Third-Party Native Libraries,"Mengtao Sun, Gang Tan",https://dl.acm.org/doi/pdf/10.1145/2627393.2627396,https://github.com/aimardcr/AndroidNativeGuard,WiSec,2014,0,1,0,2,04/15/2024,C++,Android Studio,5,-1,,0,"National Science Foundation, Google",-1,"No instructions whatsoever, and I think this requires Android Studio anyway"
Duet: Library Integrity Verification for Android Applications,"Wenhui Hu, Damien Octeau, Patrick Drew McDaniel, Peng Liu",https://dl.acm.org/doi/pdf/10.1145/2627393.2627404,https://github.com/uvm-plaid/duet-sgx/tree/master/docs,WiSec,2014,0,2,"1,4",2,06/29/2020,Haskell,,-1,-1,,1,National Science Foundation,-1,Instructions are 404
Gaining Insight on Friendly Jamming in a Real-World IEEE 802.11 Network,"Daniel S. Berger, Francesco Gringoli, Nicolò Facchi, Ivan Martinovic, Jens Schmitt",https://users.ox.ac.uk/~coml0434/wisec2014.pdf,http://netweb.ing.unibs.it/openfwwf/,WiSec,2014,0,2,0,1,05/29/2014,,Hardware,-1,-1,Linksys WRT54G(L) access point series,1,European Commission,-1,"Requires hardware, specifically a Linksys WRT54G(L) access point series"
ScriptProtect: Mitigating Unsafe Third-Party JavaScript Practices,"Marius Musch,Marius Steffens,Sebastian Roth,Ben Stock,Martin Johns",https://dl.acm.org/doi/pdf/10.1145/3321705.3329841,https://github.com/scriptprotect/scriptprotect,AsiaCCS,2019,0,2,0,2,09/23/2019,JavaScript,,0,-1,,0,"Deutsche Forschungsgemeinschaft, State of Lower Saxony, German Federal Ministry of Education and Research",-1,
A Decade of Mal-Activity Reporting: A Retrospective Analysis of Internet Malicious Activity Blacklists,"Benjamin Zi Hao Zhao,Muhammad Ikram,Hassan Jameel Asghar,Mohamed Ali Kaafar,Abdelberi Chaabane,Kanchana Thilakarathna",https://dl.acm.org/doi/pdf/10.1145/3321705.3329834,https://github.com/internetmaliciousactivity/mal-activity-reporting,AsiaCCS,2019,1,1,1,2,11/23/2019,Python,,1,1,,1,,-1,
ProcHarvester: Fully Automated Analysis of Procfs Side-Channel Leaks on Android,"Raphael Spreitzer,Felix Kirchengast,Daniel Gruss,Stefan Mangard",https://dl.acm.org/doi/pdf/10.1145/3196494.3196510,https://github.com/IAIK/ProcHarvester,AsiaCCS,2018,0,1,0,2,04/26/2018,Java,Requires Android Studio,2,-1,,0,"European Research Council, European Union",-1,Requires Android Studio and a GUI
Hardware Performance Counters Can Detect Malware: Myth or Fact?,"Boyou Zhou,Anmol Gupta,Rasoul Jahanshahi,Manuel Egele,Ajay Joshi",https://dl.acm.org/doi/pdf/10.1145/3196494.3196515,https://github.com/bu-icsg/Hardware_Performance_Counters_Can_Detect_Malware_Myth_or_Fact,AsiaCCS,2018,0,1,1,2,12/27/2022,C++,,4,-1,,1,,-1,Timed out while resolving pip installation issues
Memory Safety for Embedded Devices with nesCheck,"Daniele Midi,Mathias Payer,Elisa Bertino",https://dl.acm.org/doi/pdf/10.1145/3052973.3053014,https://github.com/HexHive/nesCheck,AsiaCCS,2017,0,0,,2,04/03/2017,C++,,2,-1,,0,"National Science Foundation, Purdue PLM Center",-1,"No installation or runtime instructions, and all scripts and Makefiles fail"
Checking Intent-based Communication in Android with Intent Space Analysis,"Yiming Jing, Gail-Joon Ahn, Adam DoupÃ©, Jeong Hyun Yi",https://dl.acm.org/doi/pdf/10.1145/2897845.2897904,N/A,AsiaCCS,2016,,,,,,,,,,,,"National Research Foundation, Center for Cybersecurity and Digital Forensics at Arizona State University",-1,
CryptoGo: Automatic Detection of Go Cryptographic API Misuses,"Wenqing Li, Shijie Jia, Limin Liu, Fangyu Zheng, Yuan Ma, Jingqiang Lin",https://dl.acm.org/doi/pdf/10.1145/3564625.3567989,https://github.com/CryptoGoIIE/cryptogo,ACSAC,2022,0,-1,2,-1,,,,-1,-1,,0,"National Natural Science Foundation of China,  Fund Project of Central Government Guiding Local Science and Technology Development ",0,The GitHub repo is unavailable (404)
MAppGraph: Mobile-App Classification on Encrypted Network Traffic using Deep Graph Convolution Neural Networks,"Pham, Thai-Dien and Ho, Thien-Lac and Truong-Huu, Tram and Cao, Tien-Dung and Truong, Hong-Linh",https://dl.acm.org/doi/pdf/10.1145/3485832.3485925,https://soeai.github.io/MAppGraph/,ACSAC,2021,0,-1,2,-1,,,,-1,-1,,0,Tan Tao University Foundation for Science and Technology Development,1,The GitHub repo is unavailable (404)
Ex-Ray: Detection of History-Leaking Browser Extensions,"Weissbacher, Michael and Mariconti, Enrico and Suarez-Tangil, Guillermo and Stringhini, Gianluca and Robertson, William and Kirda, Engin",https://dl.acm.org/doi/pdf/10.1145/3134600.3134632,https://github.com/mweissbacher/exray-data,ACSAC,2017,0,1,2,2,11/14/2018,,,-1,-1,,0,"National Science Foundation, EPSRC, Secure Business Austria",-1,"No code to run, only results in various text formats"
Analysis of SEAndroid Policies: Combining MAC and DAC in Android,"Chen, Haining and Li, Ninghui and Enck, William and Aafer, Yousra and Zhang, Xiangyu",https://dl.acm.org/doi/pdf/10.1145/3134600.3134638,https://github.com/seandroid-analytics/seal,ACSAC,2017,0,1,0,2,01/11/2017,Python,Requires Android Device,0,-1,Android Device,0,"National Science Foundation, Army Research Office, Office of Naval Research",-1,Requires external Android device to fully test
Secure and Efficient Software-based Attestation for Industrial Control Devices with ARM Processors,"Chen, Binbin and Dong, Xinshu and Bai, Guangdong and Jauhar, Sumeet and Cheng, Yueqiang",https://dl.acm.org/doi/pdf/10.1145/3134600.3134621,http://www.illinois.adsc.com.sg/attestation/Attestation-ADSC-Release-2017.zip,ACSAC,2017,2,1,0,1,,C,,0,1,,0,"National Research Foundation, Prime Minister’s Office Singapore, Energy Market Authority, Human-Centered Cyber-physical Systems Programme at the Advanced Digital Sciences Center",0,
Picky Attackers: Quantifying the Role of System Properties on Intruder Behavior,"Barron, Timothy and Nikiforakis, Nick",https://dl.acm.org/doi/pdf/10.1145/3134600.3134614,https://drive.usercontent.google.com/download?id=1q5jZin2KozCnkX-PDVleEU7dqybbGX4S&export=download&authuser=0,ACSAC,2017,0,,,,,,,,,,,"Office of Naval Research, National Science Foundation",0,"Cannot download the source code from wget, tried gdown but that doesn't want to build"
DECANTeR: DEteCtion of Anomalous outbouNd HTTP TRaffic by Passive Application Fingerprinting,"Bortolameotti, Riccardo and van Ede, Thijs and Caselli, Marco and Everts, Maarten H. and Hartel, Pieter and Hofstede, Rick and Jonker, Willem and Peter, Andreas",https://dl.acm.org/doi/pdf/10.1145/3134600.3134605,https://github.com/rbortolameotti/decanter,ACSAC,2017,1,2,0,2,03/05/2018,Python,,-1,-1,,0,Dutch National Program COMMIT/,0,Programs need to be rewritten now that zeek has replaced bro as both a tool and a Python library
Automated Analysis of Secure Internet of Things Protocols,"Kim, Jun Young and Holz, Ralph and Hu, Wen and Jha, Sanjay",https://dl.acm.org/doi/pdf/10.1145/3134600.3134624,https://github.com/jun-kim/Automated-security-verification-of-IoT-protocols,ACSAC,2017,0,1,0,2,09/28/2017,Tamarin,,1,1,,1,Australian Research Council,0,
VulCAN: Efficient Component Authentication and Software Isolation for Automotive Control Networks,"Van Bulck, Jo and Mühlberg, Jan Tobias and Piessens, Frank",https://dl.acm.org/doi/pdf/10.1145/3134600.3134623,https://github.com/sancus-pma/vulcan/,ACSAC,2017,0,2,1,2,11/29/2021,C,,0,1,,1,KU Leuven,0,Provided a Docker container
Spinner: Semi-Automatic Detection of Pinning without Hostname Verification,"Stone, Chris McMahon and Chothia, Tom and Garcia, Flavio D.",https://dl.acm.org/doi/pdf/10.1145/3134600.3134628,https://github.com/ChrisMcMStone/spinner,ACSAC,2017,0,1,0,2,02/13/2019,Java,Make censys.io account,1,-1,,0,,0,Requires account on censys.io
Supplementing Modern Software Defenses with Stack-Pointer Sanity,"Quach, Anh and Cole, Matthew and Prakash, Aravind",https://dl.acm.org/doi/pdf/10.1145/3134600.3134641,https://github.com/bingseclab/spiglass,ACSAC,2017,0,1,1,2,12/06/2017,C++,,-1,-1,,1,"National Science Foundation, Office of Naval Research",0,Subversion command fails because it cannot find code
"Kakute: A Precise, Unified Information Flow Analysis System for Big-data Security","Jiang, Jianyu and Zhao, Shixiong and Alsayed, Danish and Wang, Yuexuan and Cui, Heming and Liang, Feng and Gu, Zhaoquan",https://dl.acm.org/doi/pdf/10.1145/3134600.3134607,https://github.com/hku-systems/kakute,ACSAC,2017,0,2,1,2,09/17/2022,Scala,,1,,,1,"Research Grants Council of the Hong Kong Special Administrative Region China, Croucher innovation award",0,
QUASAR: Quantitative Attack Space Analysis and Reasoning,"Skowyra, Richard and Gomez, Steven R. and Bigelow, David and Landry, James and Okhravi, Hamed",https://dl.acm.org/doi/pdf/10.1145/3134600.3134633,https://drive.google.com/open?id=1aLmAwEXR1g3hAJeQwThn6JDpOI6Ff_u_,ACSAC,2017,0,-1,1,-1,,,,,,,1,,-1,Repo not longer available
A Secure Mobile Authentication Alternative to Biometrics,"Azimpourkivi, Mozhgan and Topkara, Umut and Carbunar, Bogdan",https://dl.acm.org/doi/pdf/10.1145/3134600.3134619,https://github.com/casprlab/ai.lock,ACSAC,2017,1,1,1,2,03/12/2019,Python,,0,,,1,"National Science Foundation, Florida Center for Cybersecurity",0,Request access to datasets
Exploitation and Mitigation of Authentication Schemes Based on Device-Public Information,"Bianchi, Antonio and Gustafson, Eric and Fratantonio, Yanick and Kruegel, Christopher and Vigna, Giovanni",https://dl.acm.org/doi/pdf/10.1145/3134600.3134615,https://github.com/ucsb-seclab/android_device_public,ACSAC,2017,0,1,1,2,12/03/2017,Java,,-1,-1,,0,"National Science Foundation, DARPA",-1,No instructions whatsoever
ShieldFS: a self-healing ransomware-aware filesystem,"Andrea Continella, Alessandro Guagnelli, Giovanni Zingaro, Giulio De Pasquale, Alessandro Barenghi, Stefano Zanero, Federico Maggi",https://dl.acm.org/doi/pdf/10.1145/2991079.2991110,http://shieldfs.necst.it	,ACSAC,2016,0,-1,-1,-1,,,,,,,,MIUR FACE Project,,Request access to datasets
CoKey: fast token-based cooperative cryptography,"Julian Horsch, Sascha Wessel, Claudia Eckert",https://dl.acm.org/doi/pdf/10.1145/2991079.2991117,https://github.com/jumaho/cokey-token-linux	,ACSAC,2016,0,1,1,2,11/17/2016,C,Requires Linux Kernel build instructions,5,-1,,0,,-1,
VulPecker: an automated vulnerability detection system based on code similarity analysis,"Zhen Li, Deqing Zou, Shouhuai Xu, Hai Jin, Hanchao Qi, Jie Hu",https://dl.acm.org/doi/pdf/10.1145/2991079.2991102,https://github.com/vulpecker/Vulpecker	,ACSAC,2016,0,1,1,2,08/22/2016,C,,-1,-1,,0,"National Basic Research Program of China, National Science Foundation, ARO",-1,No instructions
Formal security analysis of smart embedded systems,"Farid Molazem Tabrizi, Karthik Pattabiraman",https://dl.acm.org/doi/pdf/10.1145/2991079.2991085,https://ece.ubc.ca/faridm/acsac16,ACSAC,2016,0,-1,-1,-1,,,,,,,,Natural Sciences and Engineering Research Council of Canada,-1,Repo no longer available
SeSQLite: Security Enhanced SQLite: Mandatory Access Control for Android databases,"Mutti, Simone, Bacis, Enrico, Paraboschi, Stefano",https://dl.acm.org/doi/pdf/10.1145/2818000.2818041,https://github.com/unibg-seclab/sesqlite	,ACSAC,2015,0,2,0,2,10/11/2016,C,,-1,-1,,0,"Google, Italian Ministry of Research",-1,Makefile fails due to missing autoconf file
MobiPluto: File System Friendly Deniable Storage for Mobile Devices,"Chang, Bing, Wang, Zhan, Chen, Bo, Zhang, Fengwei",https://dl.acm.org/doi/pdf/10.1145/2818000.2818046,https://github.com/fengweiz/MobiPluto	,ACSAC,2015,0,1,1,2,02/22/2017,C,Needs Android phone,5,-1,Android Phone,0,"National 973 Program, Strategy Pilot Project of Chinese Academy of Sciences, ARO",-1,Cannot fully evaluate without a physical Android phone
