Paper Title,Author,Link to Paper,Link for Code,Conference,Year,Author Affiliation,ReadMe,Type,Available,Last Modified,Language,Evaluate Later,Compiles,Output Matches,Hardware,Made for Reproducibility,Funding,Artifact Evaluation,Comments
Benchmarking the Benchmarks,"Marc Miltenberger,Steven Arzt,Philipp Holzinger,Julius Näumann",https://dl.acm.org/doi/pdf/10.1145/3579856.3582830,https://github.com/Fraunhofer-SIT/AsiaCCS2023-BenchmarkingTheBenchmarks,AsiaCCS,2023,2,1,1,2,12/22/2023,Java,,2,0,,0,German Federal Min- istry of Education and Research,-1,"Best effort, didn't run after an hour. Java mainly"
CacheFX: A Framework for Evaluating Cache Security,"Daniel Genkin,William Kosasih,Fangfei Liu,Anna Trikalinou,Thomas Unterluggauer,Yuval Yarom",https://dl.acm.org/doi/pdf/10.1145/3579856.3595794,https://github.com/0xADE1A1DE/CacheFX,AsiaCCS,2023,1,2,1,2,11/14/2022,C++,,0,-1,,,ARC Discovery Early Career Researcher Award,-1,"No dependency lists, Does not finish executing after 10 hours"
Cage4Deno: A Fine-Grained Sandbox for Deno Subprocesses,"Marco Abbadini,Dario Facchinetti,Gianluca Oldani,Matthew Rossi,Stefano Paraboschi",https://dl.acm.org/doi/pdf/10.1145/3579856.3595799,https://github.com/unibg-seclab/cage4deno,AsiaCCS,2023,0,1,0,2,05/25/2023,Rust,,2,0,,1,European Commission (Glaciation Project),-1,No instructions to build
Comprehensively Analyzing the Impact of Cyberattacks on Power Grids,"Lennart Bader,Martin Serror,Olav Lamberts,Ömer Sen,Dennis van der Velde,Immanuel Hacker,Julian Filter,Elmar Padilla,Martin Henze",https://arxiv.org/pdf/2305.09390.pdf,https://github.com/fkie-cad/wattson,EuroS&P,2023,2,2,1,2,08/18/2023,Python,,2,0,,1,,-1,Does not build following instructions. Missing dependency pandapower
Spotr: GPS Spoofing Detection via Device Fingerprinting,"Mahsa Foruhandeh, Abdullah Z. Mohammed, Gregor Kildow, Paul Berges, Ryan Gerdes",https://dl.acm.org/doi/pdf/10.1145/3395351.3399353,"http://wisecdata.ccs.neu.edu/vms/2020/WiSec2020-ForuhandehMKBG.ova, http://wisecdata.ccs.neu.edu/vms/2020/WiSec2020-Readme-ForuhandehMKBG.txt",WiSec,2020,0,,,,,,,,,,,,,
Inside Job: Diagnosing Bluetooth Lower Layers Using Off-the-Shelf Devices,"Jiska Classen, Matthias Hollick",https://dl.acm.org/doi/pdf/10.1145/3317549.3319727,https://wisecdata.ccs.neu.edu/vms/2019/WiSec-2019-Classen-Hollick.zip,WiSec,2019,0,2,0,2,01/04/2024,Python,1,,,Bluetooth Chipset,1,DFG,4,
Scaling Pseudonymous Authentication for Large Mobile Systems,"Mohammad Khodaei, Hamid Noroozi, Panos Papadimitratos",https://dl.acm.org/doi/pdf/10.1145/3317549.3323410,https://wisecdata.ccs.neu.edu/vms/2019/WiSec2019-Khodaei-Noroozi-Papadimitratos.ova,WiSec,2019,0,,,,,,,,,,,Swedish Foundation for Strategic Research,4,
Secure and Lightweight ECU Attestations for Resilient Over-the-Air Updates in Connected Vehicles,"Plappert, Christian and Fuchs, Andreas",https://dl.acm.org/doi/pdf/10.1145/3627106.3627202,https://github.com/cplappert/update-reporting,ACSAC,2023,0,2,1,2,09/16/2023,Shell,,0,0,,1,,1,"Everything worked, but output execution time was greater than 10% different. Don't really think this is an issue but it didn't match most likely due to our different hardware"
Lightweight Privacy-Preserving Proximity Discovery for Remotely-Controlled Drones,"Pietro, Tedeschi and Savio, Sciancalepore and Roberto, Di Pietro",https://dl.acm.org/doi/pdf/10.1145/3627106.3627174,https://anonymous.4open.science/r/lppd-CC94/,ACSAC,2023,0,-1,5,-1,,,,-1,-1,,,Technology Innovation Institute,2,Link expired
Detecting Weak Keys in Manufacturing Certificates: A Case Study,"Chi, Andrew and Enright, Brandon and McGrew, David",https://dl.acm.org/doi/pdf/10.1145/3627106.3627120,https://github.com/andrewchi/mercury/blob/acsac23/doc/batch-gcd.md,ACSAC,2023,3,2,1,2,04/22/2024,C++,,0,1,,1,,1,
