Paper Title,Author,Link to Paper,Link for Code,Conference,Year,Author Affiliation,ReadMe,Type,Available,Last Modified,Language,Evaluate Later,Compiles,Output Matches,Hardware,Made for Reproducibility,Funding,Artifact Evaluation,Comments
"Aim, Wait, Shoot: How the CACHESNIPER Technique Improves Unprivileged Cache Attacks","Samira Briongos,Ida Bruhns,Pedro Malagón,Thomas Eisenbarth,José Moya",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9581261,https://github.com/greenlsi/CacheSniper,EuroS&P,2021,1,1,1,2,11/10/2021,C,,0,-1,Intel processors with TSX support,1,None,-1,"The VM has TSX enabled, but the 'attack_tsk' binary didn't write anything to the output file.
 This might be because the attack needs low-level access to the CPU which is not possible in a VM."
VWAnalyzer: A Systematic Security Analysis Framework for the Voice over WiFi Protocol,Lee Hyunwoo and Karim Imtiaz and Li Ninghui and Bertino Elisa,dl.acm.org/doi/pdf/10.1145/3488932.3517425,https://github.com/vwanalyzer/vwanalyzer-model,AsiaCCS,2022,0,1,1,2,05/31/2022,Python,,0,-1,,1,NSF grant 2112471,-1,"I had to install the nuXmv model checker. 
I was able to generate the 'scenarios', but the scenario verfication test failed."
Repack Me If You Can: An Anti-Repackaging Solution Based on Android Virtualization,"Ruggia, Antonio and Losiouk, Eleonora and Verderame, Luca and Conti, Mauro and Merlo, Alessio",https://dl.acm.org/doi/pdf/10.1145/3485832.3488021,https://github.com/totoR13/MARVEL,ACSAC,2021,0,2,1,2,12/13/2021,Java,Android device or emulator,-1,-1,Android device,1,None,1,"To reproduce the examples in the repository,
 we would need Android SDK, and an Android device or emulator."
ICS3Fuzzer: A Framework for Discovering Protocol Implementation Bugs in ICS Supervisory Software by Fuzzing,"Fang, Dongliang and Song, Zhanwei and Guan, Le and Liu, Puzhuo and Peng, Anni and Cheng, Kai and Zheng, Yaowen and Liu, Peng and Zhu, Hongsong and Sun, Limin",https://dl.acm.org/doi/pdf/10.1145/3485832.3488028,https://github.com/boofish/ICS3Fuzzer,ACSAC,2021,0,1,1,2,12/22/2021,Python,AutoIt required,-1,-1,,1,"Key Area R&D Program of China under Grant No. 2019B010137004, 
Key Program of National Natural Science Foundation of China
under Grant No. U1766215.",-1,"It required AutoIt, which is only available for Windows"
BaseSAFE: Baseband SAnitized Fuzzing through Emulation,"Dominik Maier, Lukas Seidel, Shinjo Park",https://dl.acm.org/doi/pdf/10.1145/3395351.3399360,https://github.com/fgsect/BaseSAFE,WiSec,2020,0,1,1,2,6/25/2021,Rust,,0,1,,0,None,"0,2,4","I was able to run the emulator, but I had to export an environment variable to run the fuzzer."
Operating Channel Validation: Preventing Multi-Channel Man-in-the-Middle Attacks Against Protected Wi-Fi Networks,"Mathy Vanhoef, Nehru Bhandaru, Thomas Derham, Ido Ouzieli, Frank Piessens",https://dlnext.acm.org/doi/pdf/10.1145/3212480.3212493,https://github.com/vanhoefm/hostap-channel-validation,WiSec,2018,6,1,"0,1",2,12/18/2018,C,Needs access to a non-virtual network interface ,-1,-1,,1,Research Fund KU Leuven,-1,I was not able to run the tests because it requires direct access to the network interface
Towards Automated Protocol Reverse Engineering Using Semantic Information,"Georges Bossert, Frédéric Guihéry, Guillaume Hiet",https://dl.acm.org/doi/pdf/10.1145/2590296.2590346,https://github.com/netzob/netzob,AsiaCCS,2014,2,2,"0,1",2,01/08/2023,Python,,2,-1,,1,None,-1,I was not able to install the python library by following the instructions mentioned in the repository.
TriFlow: Triaging Android Applications using Speculative Information Flows,"Omid Mirzaei,Guillermo Suarez-Tangil,Juan Tapiador,Jose M. de Fuentes",https://dl.acm.org/doi/pdf/10.1145/3052973.3053001,https://github.com/OMirzaei/TriFlow,AsiaCCS,2017,0,1,1,2,05.06/2021,Python,,2,-1,,1,"MINECO grants TIN2013-46469-R, TIN2016-79095-C2-2-R
CAM grant S2013/ICE3095",-1,The repository does not contain any datasets for testing the tool.
"Practical Aggregate Signature from General Elliptic Curves, and Applications to Blockchain",Yunlei Zhao,https://dl.acm.org/doi/pdf/10.1145/3321705.3329826,https://github.com/AggregateGammaSignature/source,AsiaCCS,2019,0,1,1,2,11/09/2018,C,,0,1,,0,"National Key Research and Development Program of China 
under Grant No. 2017YFB0802000,
National Natural Science Foundation of China under Grant Nos.
61472084 and U1536205,
Shanghai Innovation Action Project under Grant No. 16DZ1100200,
Shanghai Science and Technology Development Funds under Grant No. 16JC1400801,
Shandong Provincial Key Research and Development Program of China under
Grant Nos. 2017CXG0701 and 2018CXGC0701",-1,
Vendor-Independent Monitoring on Programmable Logic Controller Status for ICS Security Log Management,"Jongwon Choi,HyungKwan Kim,Seungoh Choi,Jeong-Han Yun,Byung-Gil Min,HyoungChun Kim",https://dl.acm.org/doi/pdf/10.1145/3321705.3331007,https://github.com/Jongwon-Choi/Siemens-S71500-SecurityLog-Collector,AsiaCCS,2019,4,1,1,2,04/19/2019,Python,,2,-1,,1,None,-1,The chrome driver required to run the script does not exist.
"Uranus: Simple, Efficient SGX Programming and its Applications","Jianyu Jiang and Xusheng Chen and TszOn Li and Cheng Wang and Tianxiang Shen and Shixiong Zhao and Heming Cui and Cho-Li  Shen, Tianxiang and Zhao, Shixiong and Cui, Heming and Wang and Fengwei Zhang",https://dl.acm.org/doi/pdf/10.1145/3320269.3384763,https://github.com/hku-systems/uranus,AsiaCCS,2020,0,2,"0,1",2,10/27/2020,Java,,2,-1,,1,"Huawei Innovation Research Program 
Flagship 2018, HK RGC GRF (17202318, 17207117), HK RGC ECS
(27200916),
Croucher innovation award.",-1,
Post-Quantum TLS on Embedded Systems: Integrating and Evaluating Kyber and SPHINCS+ with mbed TLS,Kevin Bürstinghaus-Steinbach and  Christoph Kraub and Ruben Niederhagen and Micheal Schneider,https://dl.acm.org/doi/pdf/10.1145/3320269.3384725,https://github.com/kbuersti/mbedtls,AsiaCCS,2020,1,-1,"0,1",2,08/24/2020,C,"Raspberry PI 3, ESP32, an industrial field option card, 
and an LPC ",-1,-1,"Raspberry PI 3, ESP32, an industrial field option card, 
and an LPC ",1,"German Federal Ministry of Education,
Research (BMBF) under the project 
“QuantumRISC” (ID 16KIS1033K)",-1,"The repository is just a fork of an exisiting repo. 
However, they did not make any changes to the README."
DeepSweep: An Evaluation Framework for Mitigating DNN Backdoor Attacks using Data Augmentation,Qiu Han and Zeng Yi and Guo Shangwei and Zhang Tianwei and Qiu Meikang and Thuraisingham Bhavani,https://dl.acm.org/doi/pdf/10.1145/3433210.3453108,https://github.com/YiZeng623/DeepSweep,AsiaCCS,2021,0,1,1,3,12/10/2020,Jupyter Notebook,Request access to the DeepSweep model.,-1,-1,,1,"Singapore Ministry of Education AcRF Tier 1 RS02/19,
National Key Research and Development Plan of China, 2018YFB1800301,
National Natural Science Foundation of China, 61832013,",-1,
Towards Practical Attacks on Argon2i and Balloon Hashing,"Joel Alwen, Jeremiah Blocki",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7961977,https://github.com/ArgonAttack/AttackSimulation,EuroS&P,2017,1,0,1,2,08/04/2016,C,,2,-1,,1,None,-1,"The README is blank, and the Makefile does not work."
Device-agnostic Firmware Execution is Possible: A Concolic Execution Approach for Peripheral Emulation,"Cao, Chen and Guan, Le and Ming, Jiang and Liu, Peng",https://dl.acm.org/doi/pdf/10.1145/3427228.3427280,https://github.com/dongmu/Laelaps,ACSAC,2020,0,1,1,2,07/30/2021,C,,0,1,,,"NSF CNS-1850434, NSF CNS-1814679, NSF CNS-2019340, 
ARO W911NF-13-1-0421 (MURI), JFSG from the 
University of Georgia Research Foundation, Inc",-1,
IFAL: Issue First Activate Later Certificates for V2X,"Eric R. Verheul, Christopher Hicks, Flavio D. Garcia",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806744,https://github.com/hkscy/IFAL,EuroS&P,2019,0,2,1,2,04/14/2019,C++,,0,1,,0,None,-1,
Orbit-based Authentication Using TDOA Signatures in Satellite Networks,"Eric Jedermann, Martin Strohmeier, Matthias Schäfer, Jens Schmitt, Vincent Lenders",https://dl.acm.org/doi/pdf/10.1145/3448300.3469132,https://github.com/ErJedermann/orbitTDOAsignatures,WiSec,2021,1,2,1,2,03/20/2024,Python,,1,1,,0,None,-1,
A Generic Obfuscation Framework for Preventing ML-Attacks on Strong-PUFs through Exploitation of DRAM-PUFs,"Owen Millwood,Meltem Kurt Pehlivanoğlu,Jack Miskelly,Aryan Mohammadi Pasikhani,Prosanta Gope,Elif Bilge Kavun",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10190495,https://drive.google.com/drive/folders/1ZWgkjkicVNUYB3cRUnfV0mOxvZhOyLHz,EuroS&P,2023,0,-1,"0,1",2,10/25/2023,Python,,0,-1,,1,"The Royal Society Research Grant under grant RGS\R1\221183,
Engineering and Physical Sciences Research Council SIPP project (grant
number EP/S030867/1), The Scientific and Technological Research Council of Turkey (TUBITAK) 
under the 2219 Postdoctoral Research Program Grant",-1,"I had to use the 'gdown' python library to download the folder from Gdrive to the VM. 
The drive does not contain a README or any instructions on how to run the test cases.
"
Localizing Vulnerabilities Statistically From One Exploit,Shen Shiqi and Kolluri Aashish and Dong Zhen and Saxena Prateek and Roychoudhury Abhik,https://dl.acm.org/doi/pdf/10.1145/3433210.3437528,https://github.com/VulnLoc/VulnLoc,AsiaCCS,2021,0,2,"0,1",2,11/10/2021,Python,,2,-1,,1,"Crystal Center at National University Of Singapore, 
research grant DSOCL17019 from DSO, Singapore, 
National Research Foundation (NRF) Singapore under
National Cybersecurity R&D (NCR) programme,
National Satellite of Excellence in Trustworthy Software Systems",-1,"The Dockerfile provided in the repository attempted to build 
the docker image for about an hour and then failed."
Chrowned by an Extension: Exploiting the Chrome DevTools Protocol,"José Miguel Moreno,Narseo Vallina-Rodriguez,Juan Tapiador",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10190532,https://github.com/josemmo/chrowned,EuroS&P,2023,1,1,"0,1",2,08/30/2023,Javascript,,5,-1,,0,"Spanish Government grant ODIO (PID2019-
111429RB-C21 and PID2019-111429RB-C22),
European Structural Funds ESF and FEDER Funds, grant CYNAMON-CM
(P2018/TCS-4566), EU H2020 grant TRUST
aWARE (101021377),  Spanish Ministry of Science and Innovation
with a FPI Predoctoral Grant (PRE2020-094224),
Ramon y Cajal Fellowship (RYC2020-030316-I)",-1,This is a chrome extension
Location-independent GNSS Relay Attacks: A Lazy Attacker's Guide to Bypassing Navigation Message Authentication,"Maryam Motallebighomi, Harshad Sathaye, Mridula Singh, Aanjhan Ranganathan",https://dl.acm.org/doi/pdf/10.1145/3558482.3590186,"https://github.com/MaryamMG/Location-independent-GNSS-Relay-Attacks, https://www.gnssrelayattack.com/",WiSec,2023,1,-1,1,2,09/15/2023,C,,-1,-1,,1,NSF grant 2144914,-1,"The README just says ""coming soon ..."""
Countering Relay and Spoofing Attacks in the Connection Establishment Phase of Wi-Fi Systems,"Naureen Hoque, Hanif Rahbari",https://dl.acm.org/doi/pdf/10.1145/3558482.3590185,https://github.com/hoquenaureen/WiFi-preauth,WiSec,2023,0,1,1,2,05/28/2023,C++,Ettus USRP B210,-1,-1,Ettus USRP B210,1,None,-1,
E-Spoofer: Attacking and Defending Xiaomi Electric Scooter Ecosystem,"Marco Casagrande, Riccardo Cestaro, Eleonora Losiouk, Mauro Conti, Daniele Antonioli",https://dl.acm.org/doi/pdf/10.1145/3558482.3590176,https://anonymous.4open.science/r/Espoofer-7B21,WiSec,2023,1,2,1,2,05/30/2023,Python,"Android phone, Xiaomi e-scooter",5,-1,"Android phone, Xiaomi e-scooter",0,"Air Force Office of Scientific Research under award
number FA8655-20-1-7048,
European Union under grant agreement no.
101070008","0,4",
Take a Bite of the Reality Sandwich: Revisiting the Security of Progressive Message Authentication Codes,"Eric Wagner, Jan Bauer, Martin Henze",https://dl.acm.org/doi/pdf/10.1145/3507657.3528539,https://github.com/fkie-cad/spmac,WiSec,2022,1,2,1,2,03/30/2022,Python,Contiki-NG,4,-1,Zolertia Re-Mote boards,0,"Deutsche Forschungsgemeinschaft (DFG, German Research Foundation)
under Germany’s Excellence Strategy – EXC2023 Internet of Production – 390621612","0,2,4","I tried using the Contiki-NG docker image 
to set up the build environment but it didn't compile."
"Here, there, and everywhere: security analysis of wi-fi fine timing measurement","Domien Schepers, Mridula Singh, Aanjhan Ranganathan",https://dl.acm.org/doi/pdf/10.1145/3448300.3467828,https://github.com/domienschepers/wifi-ftm,WiSec,2021,0,2,1,2,01/01/2024,C,Rquires specific Intel Wi-Fi Cards,5,-1,"Intel Wi-Fi Cards, Access Points, Smartphones",0,NSF grant 1850264,-1,
Understanding and Detecting Remote Infection on Linux-based IoT Devices,Li Hongda and Huang Qiqing and Ding Fei and Hu Hongxin and Cheng Long and Gu Guofei and Zhao Ziming,dl.acm.org/doi/pdf/10.1145/3488932.3517423,https://github.com/soter-project/soter,AsiaCCS,2022,0,2,"1,3",2,10/20/2021,C,Raspberry Pi,5,-1,Raspberry Pi,0,"National Science Foundation (NSF) under Grant No. 2128107, 2128607,
2129164, 1700544 and 2037798, NSF/VMware Partnership
on Software Defined Infrastructure as a Foundation for Clean-Slate
Computing Security (SDI-CSCS) program under Award Title ""S2OS:
Enabling Infrastructure-Wide Programmable Security with SDI"", ONR Grant No. N00014-20-1-2734",-1,Project needs to be compiled on Raspbian
The Convergence of Source Code and Binary Vulnerability Discovery -- A Case Study,Mantovani Alessandro and Compagna Luca and Shoshitaishvili Yan and Balzarotti Davide,dl.acm.org/doi/pdf/10.1145/3488932.3497764,https://github.com/elManto/SAST_on_Decompilers,AsiaCCS,2022,1,1,"0,1",2,11/08/2021,C,,2,-1,,1,"Defense Advanced Research Projects Agency (DARPA)
 under grant agreements FA875019C0003 and N6600120C4020",-1,The repository does not provide any test cases.
Targeting the Weakest Link: Social Engineering Attacks in Ethereum Smart Contracts,Ivanov Nikolay and Lou Jianzhi and Chen Ting and Li Jin and Yan Qiben,https://dl.acm.org/doi/pdf/10.1145/3433210.3453085,https://nick-ivanov.github.io/se-info/,AsiaCCS,2021,0,0,1,1,N/A,Solidity,,-1,-1,,1,,-1,No build instructions
Measuring User Perception for Detecting Unexpected Access to Sensitive Resource in Mobile Apps,Nguyen Trung Tin and Nguyen Duc Cuong and Schilling Michael and Wang Gang and Backes Michael,https://dl.acm.org/doi/pdf/10.1145/3433210.3437511,https://github.com/ttincs/guibat,AsiaCCS,2021,1,0,"0,1",2,04/07/2021,Java,,-1,-1,,1,None,-1,"The repository says that the source code 
and the icon-training dataset will be released soon"
RingRAM: A Unified Hardware SecurityPrimitive for IoT Devices that Gets Better with Age,"Moukarzel, Michael and Hicks, Matthew",https://dl.acm.org/doi/pdf/10.1145/3485832.3485905,https://github.com/FoRTE-Research/RingRAM,ACSAC,2021,0,2,1,2,10/21/2021,Verilog,Evaluation Boards,1,-1,Evaluation Boards,0,Defense Advanced Research Projects Agency,0,
FlexFilt: Towards Flexible Instruction Filtering for Security,"Delshadtehrani, Leila and Canakci, Sadullah and Blair, William and Egele, Manuel and Joshi, Ajay",https://dl.acm.org/doi/pdf/10.1145/3485832.3488019,https://github.com/bu-icsg/FlexFilt,ACSAC,2021,0,1,1,2,12/09/2021,C,Xilinx Zynq Zedboard FPGA,5,-1,Xilinx Zynq Zedboard FPGA,0,National Science Foundation under Grant No. CNS-1916393,1,
ReCFA: Resilient Control-Flow Attestation,"Zhang, Yumei and Liu, Xinzhi and Sun, Cong and Zeng, Dongrui and Tan, Gang and Kan, Xiao and Ma, Siqi",https://dl.acm.org/doi/pdf/10.1145/3485832.3485900,https://github.com/suncongxd/ReCFA,ACSAC,2021,0,1,1,2,09/30/2021,C++,,4,-1,,1,"National Natural Science Foundation of China (No. 61872279) 
and the Key Research and Development Program of Shaanxi (No. 2020GY-004)",0,"The makefile required to build Dyninst does not exist in 
the ReCFA-dev repository."
PSP-Mal: Evading Malware Detection via Prioritized Experience-based Reinforcement Learning with Shapley Prior,"Zhan, Dazhi and Bai, Wei and Liu, Xin and Hu, Yue and Zhang, Lei and Guo, Shize and Pan, Zhisong",https://dl.acm.org/doi/pdf/10.1145/3627106.3627178,https://github.com/zhan8002/PSP-Mal,ACSAC,2023,0,2,1,2,09/06/2023,Python,,0,,,1,National Natural Science Foundation of China No.62076251 and No.62106281,2,"The repository does not contain the malware samples required to 
test the framework.
I also could not find a reliable way to transfer the ""trusted"" binaries to the VM.
The requirements.txt file has an error."
No need to ask the Android: Bluetooth-Low-Energy scanning without the location permission,"Vincent Toubiana, Mathieu Cunche",https://dl.acm.org/doi/pdf/10.1145/3448300.3467824,"https://github.com/vtoubiana/Android-Check-Location-required, ",WiSec,2021,6,0,"0,1",2,03/25/2021,Kotlin,Android Phone,4,-1,Android Phone,1,ANR-BMBF PIVOT and ANR DAPCODS projects,-1,No build instructions
Valkyrie: A Generic Framework for Verifying Privacy Provisions in Wireless Networks,"Guillaume Celosia, Mathieu Cunche",https://dl.acm.org/doi/pdf/10.1145/3395351.3399340,"https://github.com/gcelosia/valkyrie, https://github.com/celosiag/joker",WiSec,2020,0,0,"0,1",2,03/13/2020,"Python, Lua",,-1,-1,,1,INSA Lyon - SPIE ICS IoT chair and the H2020 SPARTA Cybersecurity Competence Network project,-1,Does not have a README 
Lost and Found: Stopping Bluetooth Finders from Leaking Private Information,"Mira Weller, Jiska Classen, Fabian Ullrich, Denis Waßmann, Erik Tews",https://dl.acm.org/doi/pdf/10.1145/3395351.3399422,https://github.com/seemoo-lab/privatefind,WiSec,2020,1,2,"0,1",2,08/14/2020,C,"ARM 32-bit Cortex-M4 microcontroller, Android Emulator/Device",5,-1,"ARM 32-bit Cortex-M4 microcontroller, Android Emulator/Device",1,"German Federal Ministry of Education and Research and the Hessen State Ministry for Higher Education, Research and the Arts within their joint support of the National Research Center for Applied Cybersecurity ATHENE",-1,
Zigator: Analyzing the Security of Zigbee-Enabled Smart Homes,"Dimitrios-Georgios Akestoridis, Madhumitha Harishankar, Michael Weber, Patrick Tague",https://dl.acm.org/doi/pdf/10.1145/3395351.3399363,"https://github.com/akestoridis/zigator, https://github.com/akestoridis/wireshark-zigbee-profile, https://github.com/akestoridis/grc-ieee802154, https://github.com/akestoridis/atusb-attacks",WiSec,2020,0,2,"0,1",2,05/18/2022,Python ,"ATUSB, SDR, Zigbee devices",5,-1,"ATUSB, SDR, Zigbee devices",1,None,-1,
GNSS Spoofing Detection via Opportunistic IRIDIUM Signals,"Gabriele Oligeri, Savio Sciancalepore, Roberto Di Pietro",https://dl.acm.org/doi/pdf/10.1145/3395351.3399350,https://github.com/cri-lab-hbku/iridium,WiSec,2020,0,2,"0,1",2,05/10/2020,N/A,,5,1,"Software Defined Radio USRP X310,
 a telescopicstiloantenna",1,"NPRP-S-11- 0109-180242, NPRP12S-0125-190013, and 
NPRP X-063-1-014 from the QNRF-Qatar National Research Fund,
a member of The Qatar Foundation",-1,
deWristified: Handwriting Inference Using Wrist-Based Motion Sensors Revisited,"Raveen Wijewickrama, Anindya Maiti, Murtuza Jadliwala",https://dl.acm.org/doi/pdf/10.1145/3317549.3319722,https://sprite.utsa.edu/art/dewristified,WiSec,2019,0,1,1,1,04/23/2019,N/A,,-1,-1,,0,"Division of Computer and Network Systems (CNS) of the National Science Foundation (NSF) 
under award number 1828071 (originally 1523960)",-1,The authors provide a VM disk
AVGuardian: Detecting and Mitigating Publish-Subscribe Overprivilege for Autonomous Vehicle Systems,"David Ke Hong, John Kloosterman, Yuqi Jin, Yulong Cao, Qi Alfred Chen, Scott Mahlke, Z. Morley Mao",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230389,https://github.com/analyzerav/avguardian,EuroS&P,2020,0,1,1,2,05/25/2020,C++,,-1,-1,,0,"ONR under the grant N00014-18-1-2020,
NSF under the grants CNS-1930041 and CNS-1544678",4,"The main README says that the setup instructions are detailed in the README
of each subfolder but there is only one README and it only specifies how to install Apollo."
StopGuessing: Using Guessed Passwords to Thwart Online Password Guessing,"Yuan Tian, Cormac Herley, Stuart Schechter",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806735,https://github.com/Microsoft/StopGuessing,EuroS&P,2019,1,2,"0,1",2,10/14/2016,C#,Visual Studio (Windows Environment),5,-1,,0,None,-1,
Mitch: A Machine Learning Approach to the Black-Box Detection of CSRF Vulnerabilities,"Stefano Calzavara, Mauro Conti, Riccardo Focardi, Alvise Rabitti, Gabriele Tolomei",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806728,https://github.com/alviser/mitch,EuroS&P,2019,0,1,"0,1",2,03/08/2019,Javascript,,-1,-1,,0,None,-1,Firefox extension
EzPC: Programmable and Efficient Secure Two-Party Computation for Machine Learning,"Nishanth Chandran, Divya Gupta, Aseem Rastogi, Rahul Sharma, Shardul Tripathi",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806756,https://github.com/mpc-msri/EzPC,EuroS&P,2019,1,2,"0,1",2,12/07/0202,C++,Needs more time,0,-1,,1,None,-1,"This project has a lot of components and the build script takes too long to 
finish(even when using the docker image provided in the repo)"
Noise Explorer: Fully Automated Modeling and Verification for Arbitrary Noise Protocols,"Nadim Kobeissi, Georgio Nicolas, Karthikeyan Bhargavan",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806757,https://noiseexplorer.com/#,EuroS&P,2019,1,-1,"0,1",1,N/A,N/A,,-1,1,,0,"NEXTLEAP (grant agreement №688722), CIRCUS (grant agreement №683032).,
Web3 Foundation",-1,
AMSI-Based Detection of Malicious PowerShell Code Using Contextual Embeddings,Danny Hendler and Shiy Kels and Amir Rubin,https://dl.acm.org/doi/pdf/10.1145/3320269.3384742,https://bitbucket.org/amirubin87/powershellembedding/src/master/,AsiaCCS,2020,1,1,"0,1",2,02/25/2020,Powershell,Powershell,5,-1,,1,None,-1,
BOTection: Bot Detection by Building Markov Chain Models of Bots Network Behavior,Bushra A AlAhmadi and Enrico Maricontiand Riccardo Spolaor and Gianluca Stringhini and Ivan Martinovic,https://dl.acm.org/doi/pdf/10.1145/3320269.3372202,https://github.com/balahmadi-Ox/botection,AsiaCCS,2020,0,2,"0,1",2,02/06/2021,Jupyter Notebook,Convert the PCAPs to Bro/Zeek logs,1,-1,,1,"Ministry of Higher Education in the Kingdom of Saudi Arabia and King Saud University. 
This work was supported by a grant from Mastercard.",-1,
