Paper Title,Author,Link to Paper,Link for Code,Conference,Year,Author Affiliation,ReadMe,Type,Available,Last Modified,Language,Evaluate Later,Compiles,Output Matches,Hardware,Made for Reproducibility,Funding,Artifact Evaluation,Comments
Short Paper: Circumventing the Defense against Modulation Classification Attacks,"Hanif Rahbari, Naureen Hoque",https://dl.acm.org/doi/pdf/10.1145/3558482.3590197,https://github.com/hoquenaureen/attack-mo,WiSec,2023,0,0,1,2,5/29/2023,Jupyter Notebook/Python,,2,-1,,1,ESL Global Cybersecurity Institute at Rochester Institute of Technology,-1,"depricated packages, changed jupyter notebook to python using nbconvert, no requirements.txt"
Cryptographic Key Derivation from Biometric Inferences for Remote Authentication,Uzun Erkam and Yagemann Carter and Chung Simon and Kolesnikov Vladimir and Lee Wenke,https://dl.acm.org/doi/pdf/10.1145/3433210.3437512,https://github.com/euzun/justitia,AsiaCCS,2021,0,0,5,-1,11/20/2020,,,-1,-1,,1,,-1,
CUP: Comprehensive User-Space Protection for C/C++,"Nathan Burow,Derrick McKee,Scott A. Carr,Mathias Payer",https://dl.acm.org/doi/pdf/10.1145/3196494.3196540,https://github.com/HexHive/CUP,AsiaCCS,2018,0,-1,5,-1,6/6/2018,,,-1,-1,,1,,-1,
Exploring Unfairness on Proof of Authority: Order Manipulation Attacks and Remedies,Wang Qin and Li Rujia and Wang Qi and Chen Shiping and Xiang Yang,dl.acm.org/doi/pdf/10.1145/3488932.3517394,https://github.com/poa-research/attacksimulator,AsiaCCS,2022,1,2,0,2,3/6/2022,"Go,C, JavaScript",,5,-1,500 GB of space,1,Shenzhen Fundamental Research Programs,-1,requires so much space on SSD
No Spring Chicken: Quantifying the Lifespan of Exploits in IoT Malware Using Static and Dynamic Analysis,Al Alsadi Arwa Abdulkarim and Sameshima Kaichi and Bleier Jakob and Yoshioka Katsunari and Lindorfer Martina and van Eeten Michel and Ga\~{n,dl.acm.org/doi/pdf/10.1145/3488932.3517408,https://data.4tu.nl/articles/_/19248725,AsiaCCS,2022,0,1,2,2,3/1/2022,,,-1,-2,,1,"Dutch Research Council (NWO), Hestia Research Programme, King Abdulaziz City for Science and Technology (KACST), Ministry of Internal Affairs and Communications, Japan, Vienna Science and Technology Fund (WWTF), BMK, BMDW, and the federal state of Vienna",-1,
EVOLIoT: A Self-Supervised Contrastive Learning Framework for Detecting and Characterizing Evolving IoT Malware Variants,Dib Mirabelle and Torabi Sadegh and Bou-Harb Elias and Bouguila Nizar and Assi Chadi,dl.acm.org/doi/pdf/10.1145/3488932.3517393,https://github.com/IoTMalw/EVOLIoT,AsiaCCS,2022,0,0,2,2,5/31/2022,,,-1,-1,,1,,-1,
Gatekeeper: A Gateway-based Broadcast Authentication Protocol for the In-Vehicle Ethernet,Hu Shengtuo and Zhang Qingzhao and Weimerskirch Andr\'{e,dl.acm.org/doi/pdf/10.1145/3488932.3517396,https://github.com/h1994st/Gatekeeper,AsiaCCS,2022,0,0,5,2,5/31/2022,,,-1,-1,,1,Mcity at the University of Michigan,-1,
SUPERVOICE: Text-Independent Speaker Verification Using Ultrasound Energy in Human Speech,Guo Hanqing and Yan Qiben and Ivanov Nikolay and Zhu Ying and Xiao Li and Hunter Eric J.,dl.acm.org/doi/pdf/10.1145/3488932.3517420,https://supervoiceapp.github.io/,AsiaCCS,2022,0,2,2,2,NA,,,-1,-1,,1,"National Science Foundation, National Institute on Deafness and Other Communication Disorders",-1,
"Ruling the Rules: Quantifying the Evolution of Rulesets, Alerts and Incidents in Network Intrusion Detection",Vermeer Mathew and van Eeten Michel and Ga\~{n,dl.acm.org/doi/pdf/10.1145/3488932.3517412,https://github.com/mathewvermeer/ruling-the-rules,AsiaCCS,2022,0,0,1,2,2/28/2022,Python,,2,-1,,1,Air Force Research Laboratory (AFRL),-1,missing .rules files
Provable Adversarial Safety in Cyber-Physical Systems,"Mohamed Maghenem,John H. Castellanos,Alvaro A. Cardenas,Ricardo G. Sanfelice,Jianying Zhou",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10190512,https://gitlab.com/jhcastel/provable-adversarial-safety-in-cps,EuroS&P,2023,0,-1,1,2,NA,,,2,-1,,1,"NSF, Army Research Office",-1,"repo literally won't even load, error message when just opening the repo, can see there are files but they won't open"
Generalized Iterative Bayesian Update and Applications to Mechanisms for Privacy Protection,"Ehab ElSalamouny, Catuscia Palamidessi",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9230415,https://gitlab.com/locpriv/ibu,EuroS&P,2020,0,-1,1,2,NA,Java,,2,-1,,1,,-1,"error in repo, won't load scripts"
Practical Attestation for Edge Devices Running Compute Heavy Machine Learning Applications,"Abidi, Ismi and Kumar, Vireshwar and Sen, Rijurekha",https://dl.acm.org/doi/pdf/10.1145/3485832.3485909,https://github.com/iabidi/attestation,ACSAC,2021,0,0,1,2,9/21/2021,,,2,-1,,1,,-1,empty repo
GuardSpark++: Fine-Grained Purpose-Aware Access Control for Secure Data Sharing and Analysis in Spark,"Xue, Tao and Wen, Yu and Luo, Bo and Zhang, Boyang and Zheng, Yang and Hu, Yanfei and Li, Yingjiu and Li, Gang and Meng, Dan",https://dl.acm.org/doi/pdf/10.1145/3427228.3427640,https://github.com/liveonearthormars/Spark-core,ACSAC,2020,0,0,3,2,12/10/2019,,,-1,-1,,1,"CAS, NSF, NSA Science of Security Initiative, Ripple University Blockchain Research Initiative",-1,just PDFs in Chinese
Understanding User Perceptions of Security and Privacy for Group Chat: A Survey of Users in the US and UK,"Oesch, Sean and Abu-Salma, Ruba and Diallo, Oumar and Krämer, Juliane and Simmons, James and Wu, Justin and Ruoti, Scott",https://dl.acm.org/doi/pdf/10.1145/3427228.3427275,https://bitbucket.org/user-lab/oesch2020understanding/src/master/,ACSAC,2020,0,1,1,2,10/2/2021,Python,,1,1,,0,"Deutsche Forschungsgemeinschaft (DFG, German Foundation)",0,
Quantifying measurement quality and load distribution in Tor,"Greubel, Andre and Pohl, Steffen and Kounev, Samuel",https://dl.acm.org/doi/pdf/10.1145/3427228.3427238,https://go.uniwue.de/20,ACSAC,2020,0,-1,2,2,NA,,,-1,-1,,1,,0,just data
Analyzing Cache Side Channels Using Deep Neural Networks,"Zhang, Tianwei and Zhang, Yinqian and Lee, Ruby B.",https://dl.acm.org/doi/pdf/10.1145/3274694.3274715,https://github.com/tianweiz07/DeepLearningSideChannel,ACSAC,2018,1,-1,1,2,9/14/2018,Python,,1,1,,1,,0,added int() in GenData method of data_gen.py
Latent Typing Biometrics in Online Collaboration Services,"McCulley, Shane and Roussev, Vassil",https://dl.acm.org/doi/pdf/10.1145/3274694.3274754,https://github.com/UNOcyber/google-docs-biometrics,ACSAC,2018,0,0,5,2,9/24/2018,,,2,-1,,-1,,-1,empty repo
Double Patterns: A Usable Solution to Increase the Security of Android Unlock Patterns,"Forman, Tim and Aviv, Adam",https://dl.acm.org/doi/pdf/10.1145/3427228.3427252,https://github.com/gwusec/2020-ACSAC-Double-Pattern-Artifacts,ACSAC,2020,0,1,1,2,10/1/2020,Python,,1,1,,0,,0,"still uses python >= 2.7, ./run_cross_fold.sh doesn't work with python=3.8 (downgraded to python=2.7), but then ./run_pin.sh uses python3, have to also run command ""apt-get install gnuplot"""
Be the Phisher -- Understanding Users' Perception of Malicious Domains,Florian Quinkert and Marting Degeling and Jim Blythe and Thorsten Holz,https://dl.acm.org/doi/pdf/10.1145/3320269.3384765,https://github.com/RUB-SysSec/be-the-phisher,AsiaCCS,2020,0,1,1,2,7/13/2020,Jupyter Notebook,,2,-1,,0,,-1,"converted jupyter notebook to python, value errors from csv (can't convert string 'male' to float)"
Asynchronous Remote Key Generation for Post-Quantum Cryptosystems from Lattices,"Nick Frymann,Daniel Gardham,Mark Manulis",https://eprint.iacr.org/2023/419.pdf,https://anonymous.4open.science/status/larkg,EuroS&P,2023,0,-1,1,2,NA,,,2,-1,,1,,-1,expired repo
Attack of the Knights:Non Uniform Cache Side Channel Attack,"Mahmud, Farabi and Kim, Sungkeun and Chawla, Harpreet Singh and Kim, Eun Jung and Tsai, Chia-Che and Muzahid, Abdullah",https://dl.acm.org/doi/pdf/10.1145/3627106.3627199,https://anonymous.4open.science/r/NUCA-side-channel-6C9D,ACSAC,2023,0,-1,1,2,NA,,,2,-1,,1,NSF,"0,2",expired repo
Investigating Traffic Analysis Attacks on Apple iCloud Private Relay,"Ali Zohaib,Jade Sheffey,Amir Houmansadr",https://dl.acm.org/doi/pdf/10.1145/3579856.3595793,https://traces.cs.umass.edu/index.php/Network/Network,AsiaCCS,2023,0,0,2,0,5/8/2023,,,-1,-1,,1,"FWF SFB, TU Graz",-1,just data
Investigating Users’ Understanding of Privacy Policies of Virtual Personal Assistant Applications,"Baiqi Chen,Tingmin Wu,Yanjun Zhang,Mohan Baruwal Chhetri,Guangdong Bai",https://dl.acm.org/doi/pdf/10.1145/3579856.3590335,https://github.com/UQ-Trust-Lab/VPAPPUsability,AsiaCCS,2023,2,-1,1,2,4/23/2023,,,-1,-1,,1,UQ Cyber Research Seed Funding,-1,data/artifacts; no code
Imperio: Robust Over-the-Air Adversarial Examples for Automatic Speech Recognition Systems,"Schoenherr, Lea and Eisenhofer, Thorsten and Zeiler, Steffen and Holz, Thorsten and Kolossa, Dorothea",https://dl.acm.org/doi/pdf/10.1145/3427228.3427276,https://imperio.adversarial-attacks.net/,ACSAC,2020,0,-1,3,-1,NA,,,-1,-1,,1,"Deutsche Forschungsgemeinschaft (DFG, German Research Foundation)",-1,just audio examples
AirGuard - Protecting Android Users From Stalking Attacks By Apple Find My Devices,"Alexander Heinrich, Niklas Bittner, Matthias Hollick",https://dl.acm.org/doi/pdf/10.1145/3507657.3528546,https://github.com/seemoo-lab/AirGuard,WiSec,2022,0,0,0,2,1/18/2024,Kotlin,Apple Air Tag,5,-1,Apple Air Tag,1,"German Federal Ministry of Education and Research, Hessen State Ministry for Higher Education, Research and the Arts","0,2,4",
Android OS Privacy Under the Loupe -- A Tale from the East,"Haoyu Liu, Douglas J. Leith, Paul Patras",https://dl.acm.org/doi/pdf/10.1145/3558482.3581775,https://github.com/Mobile-Intelligence-Lab/android_CN_trafficdata,WiSec,2023,0,-1,"1,3,5",2,1/16/2023,,,-1,0,,0,"Arm Ltd,  Scotland’s Innovation Centre for sensing, imaging and Internet of Things technologies (CENSIS)","0,2,4",PDF of experiment process
BrokenStrokes: On the (in)Security of Wireless Keyboards,"Gabriele Oligeri, Savio Sciancalepore, Simone Raponi, Roberto Di Pietro",https://dl.acm.org/doi/pdf/10.1145/3395351.3399351,https://github.com/cri-lab-hbku/brokenstrokes,WiSec,2020,0,1,2,2,5/10/2020,,,-1,-1,,1,"QNRF-Qatar National Research Fund, a member of The Qatar Foundation",-1,just data
Acoustic Integrity Codes: Secure Device Pairing Using Short-Range Acoustic Communication,"Florentin Putz, Flor Álvarez, Jiska Classen",https://dl.acm.org/doi/pdf/10.1145/3395351.3399420,https://github.com/seemoo-lab/aic-prototype,WiSec,2020,0,2,1,2,7/8/2020,Kotlin,requires phone (OnePlus 3T and a Nexus 5)/Android device,5,-1,Android phone,0,"LOEWE initiative (Hessen State Ministry for Higher Education, Research and the Arts, Germany) within the emergenCITY centre, German Federal Ministry of Education and Research, Hessen State Ministry for Higher Education, Research and the Arts","0,2,4",
Insecure to the Touch: Attacking ZigBee 3.0 via Touchlink Commissioning,"Philipp Morgner, Stephan Mattejat, Zinaida Benenson, Christian Mu ̈ller, Frederik Armknecht",https://dl.acm.org/doi/pdf/10.1145/3098243.3098254,https://github.com/IoTsec/Z3sec,WiSec,2017,0,2,0,2,12/22/2017,Python,Ettus USRPs and radios,5,-1,radios,1,German Research Foundation (DFG),-1,needs extra equipment
Don't Skype & Type!: Acoustic Eavesdropping in Voice-Over-IP,"Alberto Compagno,Mauro Conti,Daniele Lain,Gene Tsudik",https://dl.acm.org/doi/pdf/10.1145/3052973.3053005,https://github.com/SPRITZ-Research-Group/Skype-Type,AsiaCCS,2017,0,1,4,2,10/10/2017,Python,,2,-1,,1,"European Commission, EU-India, National Security Agency, Department of Homeland Security",-1,"just code, no requirements.txt"
Spacelord: Private and Secure Smart Space Sharing,"Yechan Bae, Sarbartha Banerjee, Sangho Lee, Marcus Peinado",https://dl.acm.org/doi/pdf/10.1145/3564625.3564637,https://project-spacelord.github.io/acsac22-ae/,ACSAC,2022,6,1,1,2,NA,,,5,-1,"hub board, NVME SSD, and an eMMC card",0,,0,can't log into onedrive link for artifacts and needs extra hardware
Obfuscation Revealed: Leveraging Electromagnetic Signals for Obfuscated Malware Classification,"Pham, Duy-Phuc and Marion, Damien and Mastio, Matthieu and Heuser, Annelie",https://dl.acm.org/doi/pdf/10.1145/3485832.3485894,https://github.com/ahma-hub/analysis/wiki,ACSAC,2021,0,2,1,2,1/21/2022,Python,"oscilloscope, raspberry pi, amplifier, probes, picoscope",5,-1,"oscilloscope, raspberry pi, amplifier, probes, picoscope",0,French Agence Nationale de la Recherche (ANR),0,needs lots of extra hardware
EIGER: automated IOC generation for accurate and interpretable endpoint malware detection,"Kurogome, Yuma and Otsuki, Yuto and Kawakoya, Yuhei and Iwamura, Makoto and Hayashi, Syogo and Mori, Tatsuya and Sen, Koushik",https://dl.acm.org/doi/pdf/10.1145/3359789.3359808,https://github.com/malrev/eiger,ACSAC,2019,2,0,2,2,6/1/2020,,,-1,-1,,1,,-1,just data
Evil Never Sleeps: When Wireless Malware Stays On After Turning Off iPhones,"Jiska Classen, Alexander Heinrich, Robert Reith, Matthias Hollick",https://dl.acm.org/doi/pdf/10.1145/3507657.3528547,"https://github.com/seemoo-lab/internalblue, https://github.com/seemoo-lab/frankenstein",WiSec,2022,0,2,"0,1",2,6/22/2021,Python,"jailbroken phone (iOS 12/13 or Android device connected via ADB), raspberry pi",5,-1,"jailbroken phone (iOS 12/13 or Android device connected via ADB), raspberry pi",0,"German Federal Ministry of Education and Research and the Hessen State Ministry for Higher Education, Research and the Arts","0,2,4",needs extra hardware
Physical Layer Plausibility Checks for Misbehavior Detection in V2X Networks,"Steven So, Jonathan Petit, David Starobinski",https://dl.acm.org/doi/pdf/10.1145/3317549.3323406,https://github.com/stevenso8/WiSec_DataModifiedVeremi_Dataset,WiSec,2019,1,1,2,2,3/8/2019,,,-1,-1,,1,NSF,-1,just data
"Running Language Interpreters Inside SGX: A Lightweight,Legacy-Compatible Script Code Hardening Approach","Huibo Wang,Erick Bauman,Vishal Karande,Zhiqiang Lin,Yueqiang Cheng,Yinqian Zhang",https://dl.acm.org/doi/pdf/10.1145/3321705.3329848,https://github.com/osuseclab/scriptshield,AsiaCCS,2019,1,1,1,2,7/4/2019,C,"CPU with Intel SGX support (6th Generation Intel Core Processor or newer), ntel SGX option enabled in BIOS",5,-1,"CPU with Intel SGX support (6th Generation Intel Core Processor or newer), ntel SGX option enabled in BIOS",1,NSF,-1,requires extra stuff
Dazed Droids: A Longitudinal Study of Android Inter-App Vulnerabilities,"Ryan Johnson,Mohamed Elsabagh,Angelos Stavrou,Jeff Offutt",https://dl.acm.org/doi/pdf/10.1145/3196494.3196549,https://github.com/Kryptowire/daze,AsiaCCS,2018,2,1,"0,1",2,6/1/2018,Java,,2,-1,,1,,-1,"repo is archived, can't clone or download it"
NavigaTor: Finding Faster Paths to Anonymity,"Robert Annessi, Martin Schmiedecker",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7467356,https://github.com/naviga-tor/navigator,EuroS&P,2016,6,2,"0,1",2,4/20/2107,Python,Tor,5,-1,,1,Austrian Research Promotion Agency,-1,uses Tor
What’s in a Cyber Threat Intelligence sharing platform? A mixed-methods user experience investigation of MISP,"Stojkovski, Borce and Lenzini, Gabriele and Koenig, Vincent and Rivas, Salvador",https://dl.acm.org/doi/pdf/10.1145/3485832.3488030,https://www.dropbox.com/sh/yzbsw0hwok84wdt/AAANthZlzQuse8Tegjf4yQ0Ea?dl=0,ACSAC,2021,0,2,"2,3",2,9/5/2021,,,-1,1,,0,Luxembourg National Research Fund,0,just survey data and PDFs
BAPM: Block Attention Profiling Model for Multi-tab Website Fingerprinting Attacks on Tor,"Guan, Zhong and Xiong, Gang and Gou, Gaopeng and Li, Zhen and Cui, Mingxin and Liu, Chang",https://dl.acm.org/doi/pdf/10.1145/3485832.3485891,https://drive.google.com/drive/folders/1vfE34oYICpSnNMVvxfeVfcWzBooqAQfR?usp=sharing,ACSAC,2021,0,-1,2,2,9/22/2021,,,-1,-1,,1,"The National Key Research and Develop- ment Program of China,  Key research and Development Program for Guangdong Province,  Strategic Priority Research Program of Chinese Academy of Sciences",-1,just train/test data
Improving intrusion detectors by crook-sourcing,"Frederico Araujo, Gbadebo Ayoade, Khaled Al-Naami, Yang Gao, Kevin W. Hamlen",https://dl.acm.org/doi/pdf/10.1145/3359789.3359822,https://github.com/cyberdeception/deepdig,ACSAC,2019,1,1,"1,4",2,9/2/2019,Python,,2,-1,,1,"ONR, NSA, AFOSR, Eugene McDermott family, NSF FAIN, NSF, IBM, HP",-1,required data links don't work in ml folder (can't get/download data)
DRAGON: Deep Reinforcement Learning for Autonomous Grid Operation and Attack Detection,"Matthew Landen, Keywhan Chung, Moses Ike, Sarah Mackay, Jean-Paul Watson, Wenke Lee",https://dl.acm.org/doi/pdf/10.1145/3564625.3567969,https://github.com/mlanden/Dragon-Hyperparameters,ACSAC,2022,4,0,2,2,9/13/2022,,,-1,-1,,1,"U.S. Department of Energy by Lawrence Livermore National Laboratory, NSF",-1,just hyperparameters pdf
Boosting Neural Networks to Decompile Optimized Binaries,"Ying Cao, Ruigang Liang, Kai Chen, Peiwei Hu",https://dl.acm.org/doi/pdf/10.1145/3564625.3567998,https://github.com/zijiancogito/neur-dp-data.git,ACSAC,2022,0,0,2,2,9/13/2022,,,-1,-1,,1,"Beijing Natural Science Foundation, Youth Innovation Promotion Association CAS, Beijing Academy of Artificial Intelligence",-1,just data
Provenance-based Integrity Protection for Windows,"Sze, Wai Kit, Sekar, R.",https://dl.acm.org/doi/pdf/10.1145/2818000.2818011,http://seclab.cs.stonybrook.edu/download,ACSAC,2015,0,-1,0,0,NA,,,-1,-1,,1,,-1,"paper gives download link, but package/open-source implementation of system is not on website"
AuDroid: Preventing Attacks on Audio Channels in Mobile Devices,"Petracca, Giuseppe, Sun, Yuqiong, Jaeger, Trent, Atamli, Ahmad",https://dl.acm.org/doi/pdf/10.1145/2818000.2818005,https://github.com/audroid,ACSAC,2015,0,-1,"0,1",2,NA,,,-1,-1,,1,,,Has github account/website but no repo
ArchiveSafe LT: Secure Long-term Archiving System,"Moe Sabry, Reza Samavi",https://dl.acm.org/doi/pdf/10.1145/3564625.3564635,https://github.com/samavi/pubs/tree/main/ArchiveSafeLT,ACSAC,2022,0,1,1,2,9/26/2023,Python,"Intel Xeon CPU, 1 TB solid-state drive with 512-byte logical sectors and 512-byte physical sectors, Tamarin",5,-1,"Intel Xeon CPU, 1 TB solid-state drive with 512-byte logical sectors and 512-byte physical sectors, Tamarin",1,Natural Sciences and Engineering Research Council of Canada (NSERC),0,needs hardware and extra space
Stopping Silent Sneaks: Defending against Malicious Mixes with Topological Engineering,"Xinshu Ma, Florentin Rochet, Tariq Elahi",https://dl.acm.org/doi/pdf/10.1145/3564625.3567996,https://github.com/sus0pid/BowTie-Artifacts,ACSAC,2022,0,1,0,2,9/14/2022,"Rust, Python",,2,-1,,1,,0,dependancy/package issues
argXtract: Deriving IoT Security Configurations via Automated Static Analysis of Stripped ARM Cortex-M Binaries,"Sivakumaran, Pallavi and Blasco, Jorge",https://dl.acm.org/doi/pdf/10.1145/3485832.3488007,https://github.com/projectbtle/argXtract,ACSAC,2021,0,1,0,2,1/17/2022,Python,bluetooth,5,-1,bluetooth,1,"Engineering and Physical Sciences Research Council (EPSRC), UK government",0,
IntFlow: improving the accuracy of arithmetic error detection using information flow tracking,"Pomonis, Marios and Petsios, Theofilos and Jee, Kangkook and Polychronakis, Michalis and Keromytis, Angelos D.",https://dl.acm.org/doi/pdf/10.1145/2664243.2664282,https://github.com/nettrino/IntFlow,ACSAC,2014,0,1,1,2,4/4/2015,C/C++,,2,-1,,1,"DARPA, US Air Force, Intel",-1,archived github/read-only
Cross-Site Framing Attacks,"Gelernter, Nethanel, Grinstein, Yoel, Herzberg, Amir",https://dl.acm.org/doi/pdf/10.1145/2818000.2818029,https://sites.google.com/site/framingattacks/,ACSAC,2015,0,-1,1,-1,NA,,,-1,-1,,1,"Ministry of Science and Technology-Israel, Israeli Science Foundation",-1,broken link
Morpheus: automatically generating heuristics to detect Android emulators,"Jing, Yiming; Zhao, Ziming; Ahn, Gail-Joon; Hu, Hongxin",https://dl.acm.org/doi/pdf/10.1145/2664243.2664250,http://goo.gl/FXspKw,ACSAC,2014,0,-1,1,0,NA,,,-1,-1,,1,"National Science Foundation, National Research Foundation",-1,broken link
Towards Inferring Mechanical Lock Combinations using Wrist-Wearables as a Side-Channel,"Anindya Maiti, Ryan Heard, Mohd Sabra, Murtuza Jadliwala",https://dlnext.acm.org/doi/pdf/10.1145/3212480.3212498,"https://wisecdata.ccs.neu.edu/vms/2018/WiSec2018-Maiti_Heard_Sabra_Jadliwala.vhd, https://wisecdata.ccs.neu.edu/vms/2018/WiSec2018-Khodaei_Papadimitratos-README.txt",ACSAC,2018,,,,,,,,,,,,,4,
