Paper Title,Author,Link to Paper,Link for Code,Conference,Year,Author Affiliation,ReadMe,Type,Available,Last Modified,Language,Evaluate Later,Compiles,Output Matches,Hardware,Made for Reproducibility,Funding,Artifact Evaluation,Comments
SAUSAGE: Security Analysis of Unix domain Socket usAGE in Android,"Mounir Elgharabawy, Blas Kojusner, Mohammad Mannan, Kevin R. B. Butler, Byron Williams, Amr Youssef",https://www.computer.org/csdl/pds/api/csdl/proceedings/download-article/1ErpHykl4dO/pdf,https://github.com/mounir-khaled/SAUSAGE,EuroS&P,2022,0,2,1,2,10/23/2022,Python,,2,-1,,1,Office of Naval Research,-1,
SealClub: Computer-aided Paper Document Authentication,"Ochoa Martin,Vanegas Hernán,Toro-Pozo Jorge,Basin David",https://dl.acm.org/doi/pdf/10.1145/3627106.3627176,https://github.com/hdvanegasm/sealclub-artifacts,ACSAC,2023,1,2,2,2,8/28/2023,N/A,,-1,-1,,1,Werner Siemens-Stiftung,-1,
Trebiz: Byzantine Fault Tolerance with Byzantine Merchants,"Xiaohai Dai, Liping Huang, Jiang Xiao, Zhaonan Zhang, Xia Xie, Hai Jin",https://dl.acm.org/doi/pdf/10.1145/3564625.3567976,https://github.com/treble-h/trebiz,ACSAC,2022,0,1,1,2,10/04/2022,Go,,0,-1,,1,National Key Research and Development Program of China,0,"Builds but requires setting up several containers/vms, not trying to run"
No Signal Left to Chance: Driving Browser Extension Analysis by Download Patterns,"Pablo Picazo-Sanchez, Benjamin Eriksson, Andrei Sabelfeld",https://dl.acm.org/doi/pdf/10.1145/3564625.3567988,https://zenodo.org/records/7056322,ACSAC,2022,0,1,4,2,09/07/2022,Python,,2,-1,,0,"Wallenberg AI, Autonomous Systems and Software Program (",-1,"Requires using chrome, installed chrome on the container but didn't work, might need a non-headless host"
Stepping out of the MUD: Contextual threat information for IoT devices with manufacturer-provided behavior profiles,"Morgese Zangr, Luca i, Thijs Van Ede, Tim Booij, Savio Sciancalepore, Luca Allodi, Andrea Continella",https://dl.acm.org/doi/pdf/10.1145/3564625.3564644,https://github.com/lucamrgs/MUDscope,ACSAC,2022,1,2,1,2,10/17/2022,C,,1,-1,,0,Netherlands Organisation for Scientific Research,1,"Dockerfile builds after mods. Link to result set is broken, can't check if output matches. Example script doesn't work anyway"
BayesImposter: Bayesian Estimation Based.bss Imposter Attack on Industrial Control Systems,"Anomadarshi Barua, Lelin Pan, Mohammad Abdullah Al Faruque",https://dl.acm.org/doi/pdf/10.1145/3564625.3564638,https://sites.google.com/view/bayesmem/home,ACSAC,2022,0,-1,3,1,N/A,N/A,,-1,-1,,-1,NSF,0,
From Hindsight to Foresight: Enhancing Design Artifacts for Business Logic Flaw Discovery,"Carmen Cheh, Nicholas Tay, Binbin Chen",https://dl.acm.org/doi/pdf/10.1145/3564625.3564654,https://github.com/cheh2/ACSAC-Artifacts,ACSAC,2022,0,2,1,2,10/04/2022,Sylius?,,2,-1,,0,National Research Foundation and Infocomm Media Development Authority,0,There seems to be a step missing in the setup instructions. I feel like this should be possible but I don't understand the tools they're using. I can get to the Install Sylius step and then it fails
TyPro: Forward CFI for C-Style Indirect Function Calls Using Type Propagation,"Markus Bauer, Ilya Grishchenko, Christian Rossow",https://dl.acm.org/doi/pdf/10.1145/3564625.3564627,https://github.com/typro-type-propagation/TyPro-CFI,ACSAC,2022,0,2,1,2,10/07/2022,"C++, LLVM",,1,-1,,0,N/A,0,"Passed all unit tests after modifying Dockerfile to fix package version. Requires SPEC CPU 2006 for one portion, which needs to be purchased. The other steps compiled properly but one of the binaries needed to run the subsequent steps doesn't seem to have been built. Can't figure out why"
Parallel Small Polynomial Multiplication for Dilithium: A Faster Design and Implementation,"Jieyu Zheng, Feng He, Shiyu Shen, Chenxi Xue, Yunlei Zhao",https://dl.acm.org/doi/pdf/10.1145/3564625.3564629,https://github.com/zhengjieyu/Dilithium-smallpoly,ACSAC,2022,0,-1,5,-1,N/A,N/A,,-1,-1,,-1,The National Natural Science Foundation of China,1,Bad Link
Randezvous: Making Randomization Effective on MCUs,"Zhuojia Shen, Komail Dharsee, John Criswell",https://dl.acm.org/doi/pdf/10.1145/3564625.3567970,https://github.com/URSec/Randezvous,ACSAC,2022,0,2,1,2,05/17/2023,C,,5,-1,NXP MIMXRT685-EVK,0,"ONR, NSF",1,Requires IDE that needs account to download
Return-Oriented Programming on RISC-V,Georges-Axel Jaloyan and Konstantinos Markantonakis and Raja Naeem Akram  and David Robin and David Keith  Mayes  David Naccache,https://dl.acm.org/doi/pdf/10.1145/3320269.3384738,https://github.com/GAJaloyan/asiaccs2020,AsiaCCS,2020,0,1,1,2,03/03/2020,C/C++,,4,-1,HiFive Unleashed development board,1,N/A,-1,Nothing happens in the fedora version and the debian version doesn't work. I think you may need the hardware for this
You shall not pass: Mitigating SQL Injection Attacks on Legacy Web Applications,Rasoul Jahanshahi and Adam Doupe and Manuel Egele,https://dl.acm.org/doi/pdf/10.1145/3320269.3384760,https://github.com/BUseclab/SQLBlock,AsiaCCS,2020,0,2,1,2,08/17/2021,Go,,2,-1,,1,ONR,-1,Provided run script to build dockerfile does not work
CORSICA: Cross-Origin Web Service Identification,Christian Dresen and Fabian Ising and Damian Poddebniak and Tobias Kappert and Thorsten  Holz and Sebastian Schinzel,https://dl.acm.org/doi/pdf/10.1145/3320269.3372196,https://github.com/FHMS-ITS/CORSICA,AsiaCCS,2020,0,1,1,2,10/04/2020,Python,,2,-1,,-1,European Regional Development Fund North Rhine-Westphalia,-1,readme says instructions are coming soon :( It does provide a docker compose file however it fails to build
Privacy-Preserving Incentive Systems with Highly Efficient Point-Collection,Jan Bobolz and Fabian Eidens and Stephan Krenn and Daniel Slamanig and Christoph Striecks,https://dl.acm.org/doi/pdf/10.1145/3320269.3384769,https://github.com/herumi/mcl,AsiaCCS,2020,0,2,1,2,04/24/2024,C++,,2,-1,,1,German Research Foundation,-1,
Exploring Architectures for Cryptographic Access Control Enforcement in the Cloud for Fun and Optimization,Stefano Berlato and Roberto Carbone and Adam J Lee and Silvio Ranise,https://dl.acm.org/doi/pdf/10.1145/3320269.3384767,"https://github.com/stfbk/CryptoAC,https://stfbk.github.io/complementary/ASIACCS2020",AsiaCCS,2020,4,1,1,2,11/07/2023,JavaScript,,0,-1,,1,European Union’s Horizon 2020 Research and Innovation Programme,-1,
PTrix: Efficient Hardware-Assisted Fuzzing for COTS Binary,"Yaohui Chen,Dongliang Mu,Jun Xu,Zhichuang Sun,Wenbo Shen,Xinyu Xing,Long Lu,Bing Mao",https://dl.acm.org/doi/pdf/10.1145/3321705.3329828,https://github.com/junxzm1990/afl-pt,AsiaCCS,2019,0,1,1,2,06/13/2019,C,Requires a different kernel than the one present on the host machine. Not sure if I should come back to this,,,,,NSF,-1,See eval later
SGXPECTRE : Stealing Intel Secrets from SGX Enclaves via Speculative Execution,"Guoxing Chen, Sanchuan Chen, Yuan Xiao, Yinqian Zhang, Zhiqiang Lin, Ten H. Lai",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8806740,https://github.com/OSUSecLab/SgxPectre,EuroS&P,2019,0,1,1,2,06/14/2018,Python,,2,-1,,0,NSF,-1,"Can't install angr, which the project depends on"
Language-Independent Synthesis of Firewall Policies,"Chiara Bodei,Pierpaolo Degano,Riccardo Focardi,Letterio Galletta,Mauro Tempesta,Lorenzo Veronese",https://iris.imtlucca.it/bitstream/20.500.11771/12725/4/eurosp2018.pdf,https://github.com/secgroup/fws,EuroS&P,2018,0,1,1,2,06/11/2021,"Haskell, Python",,0,-1,,1,CINI Cybersecurity National Laboratory,-1,Building provided dockerfile fails but the image is hosted on dockerhub so it doesn't matter
My Magnetometer Is Telling You Where I've Been?: A Mobile Device Permissionless Location Attack,"Kenneth Block, Guevara Noubir",https://dlnext.acm.org/doi/pdf/10.1145/3212480.3212502,https://github.com/awareframework/com.awareframework.android.sensor.magnetometer,WiSec,2018,0,2,1,2,08/31/2018,Java,,5,-1,Android device,1,N/A,-1,Requires an android device
Security Study of Service Worker Cross-Site Scripting.,"Chinprutthiwong, Phakpoom and Vardhan, Raj and Yang, GuangLiang and Gu, Guofei",https://dl.acm.org/doi/pdf/10.1145/3427228.3427290,https://u.tamu.edu/sw-scanner,ACSAC,2020,0,2,4,0,06/21/2022,JavaScript,,-1,-1,,0,NSF/VMware,0,"Delivered via VM image so can't run it. The tool is web based so I can't run a container since they're headless. There is a folder that has a docker-compose setup which works well, although I think that just runs a dummy target website for the actual artifact to scan."
Faulty Point Unit: ABI Poisoning Attacks on Intel SGX,"Alder, Fritz and Van Bulck, Jo and Oswald, David and Piessens, Frank",https://dl.acm.org/doi/pdf/10.1145/3427228.3427270,https://github.com/fritzalder/faulty-point-unit,ACSAC,2020,0,2,0,1,09/02/2021,C++,,0,1,,0,Engineering and Physical Sciences Research Council,1,"This is one of the best I've seen. If you need a model paper then this would be a good one. There are 4 reproducable tables/figures, and I have made scripts to reproduce each of them. See the readme I created in the folder for this paper."
Practical Fine-Grained Binary Code Randomization,"Priyadarshan, Soumyakant and Nguyen, Huan and Sekar, R.",https://dl.acm.org/doi/pdf/10.1145/3427228.3427292,http://seclab.cs.sunysb.edu/soumyakant/acsac-artifact.tar.gz,ACSAC,2020,0,2,4,0,09/08/2020,Unknown,,-1,-1,,0,N/A,1,"VM is the only artifact, cant test"
Up2Dep: Android Tool Support to Fix Insecure Code Dependencies,"Nguyen, Duc Cuong and Derr, Erik and Backes, Michael and Bugiel, Sven",https://dl.acm.org/doi/pdf/10.1145/3427228.3427658,https://github.com/ngcuongst/up2dep,ACSAC,2020,4,2,1,2,04/13/2021,Java,Possibly test in android studio,1,-1,,1,N/A,1,Provided dockerfile only required adding one line to get it to run. It successfully built the binary but it can't be tested since it's android studio plugin.
SAIBERSOC: Synthetic Attack Injection to Benchmark and Evaluate the Performance of Security Operation Centers,"Rosso, Martin and Campobasso, Michele and Gankhuyag, Ganduulga and Allodi, Luca",https://dl.acm.org/doi/pdf/10.1145/3427228.3427233,https://gitlab.tue.nl/saibersoc/acsac2020-artifacts/,ACSAC,2020,0,2,1,2,09/09/2021,"R, Python",,1,1,,0,Rijksdienst voor Ondernemend Nederland and the DEPICT project,1,"Provides data and scripts used to analyze data, which seems to work and match. Also provides a demo and and a way to replicate the experiment, however these require vms"
Advanced Windows Methods on Malware Detection and Classification,"Rabadi, Dima and Teo, Sin G.",https://dl.acm.org/doi/pdf/10.1145/3427228.3427242,https://drive.google.com/file/d/1PBLgG8DTlUvXnpbXZlYoWirfRygeXB88/view,ACSAC,2020,0,2,4,2,09/23/2020,Python,,-1,-1,,1,N/A,-1,"Dataset not included, can't run without"
App-Agnostic Post-Execution Semantic Analysis of Android In-Memory Forensics Artifacts,"Ali-Gombe, Aisha and Tambaoan, Alexandra and Gurfolino, Angela and Richard III, Golden G.",https://dl.acm.org/doi/pdf/10.1145/3427228.3427244,https://github.com/apphackuno/OAGen,ACSAC,2020,0,1,1,2,09/10/2020,Python,,5,-1,Android Device,1,NSF,0,Requires an android device
WooKey: designing a trusted and efficient USB device,"Benadjila, Ryad and Michelizza, Arnauld and Renard, Mathieu and Thierry, Philippe and Trebuchet, Philippe",https://dl.acm.org/doi/pdf/10.1145/3359789.3359802,https://wookey-project.github.io,ACSAC,2019,5,2,1,2,,,,5,-1,STM32 based microcontrollers,,N/A,1,"Requires hardware, skipping"
Opening Pandora's box through ATFuzzer: dynamic analysis of AT interface for Android smartphones,"Karim, Imtiaz and Cicala, Fabrizio and Hussain, Syed Rafiul and Chowdhury, Omar and Bertino, Elisa",https://dl.acm.org/doi/pdf/10.1145/3359789.3359833,https://github.com/Imtiazkarimik23/ATFuzzer,ACSAC,2019,0,1,1,2,03/28/2021,Python,,0,-1,,1,NSF,0,"Requires android for real functionality, but was able to use test mode fine"
Efficient Repair of Polluted Machine Learning Systems via Causal Unlearning,"Yinzhi Cao,Alexander Fangxiao Yu,Andrew Aday,Eric Stahl,Jon Merwine,Junfeng Yang",https://dl.acm.org/doi/pdf/10.1145/3196494.3196517,https://github.com/CausalUnlearning/KARMA,AsiaCCS,2018,0,0,1,2,05/05/2017,Python,,2,-1,,1,NSF,-1,The repo doesn't appear to contain any original code. There are only folders container pre-existing libraries.
Efficient Two-level Homomorphic Encryption in Prime-order Bilinear Groups and A Fast Implementation in WebAssembly,"Nuttapong Attrapadung,Goichiro Hanaoka,Shigeo Mitsunari,Yusuke Sakai,Kana Shimizu,Tadanori Teruya",https://dl.acm.org/doi/pdf/10.1145/3196494.3196552,"https://github.com/herumi/mcl
https://herumi.github.io/she-wasm/",AsiaCCS,2018,4,2,1,2,05/16/2024,C++,,0,-1,,1,JST CREST,-1,"library built fine, had to fix the cmake parameter in instructions to build tests, but worked fine after. Node version builds but test fails."
Where's Wally?: How to Privately Discover your Friends on the Internet,"Panagiotis Papadopoulos,Antonios A. Chariton,Elias Athanasopoulos,Evangelos P. Markatos",https://dl.acm.org/doi/pdf/10.1145/3196494.3196496,https://github.com/panpap/PROUD,AsiaCCS,2018,6,1,1,2,12/19/2017,Java,,0,-1,,1,European Union’s Marie Sklodowska-Curie grant,-1,
"Frigate: A Validated, Extensible, and Efficient Compiler and Interpreter for Secure Computation","Benjamin Mood, Debayan Gupta, Henry Carter, Kevin Butler, Patrick Traynor",https://cise.ufl.edu/~butler/pubs/eurosp16.pdf,https://bitbucket.org/bmood/frigaterelease,EuroS&P,2016,0,2,1,2,08/03/2020,C++,,2,-1,,1,NSF,-1,Followed all instructions but compilation still failed. Docker image is currently set up to show failure
Games Without Frontiers: Investigating Video Games as a Covert Channel,"Bridger Hahn, Rishab Nithyanand, Phillipa Gill, Rob Johnson",https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7467347,https://github.com/bridgar/Castle-Covert-Channel,EuroS&P,2016,0,1,1,2,10/20/2015,"C++, Python",,5,-1,,1,NSF,-1,"Requires GUI and also possibly windows, skipping"
DeDoS: Defusing DoS with Dispersion Oriented Software,"Demoulin, Henri Maxime and Vaidya, Tavish and Pedisich, Isaac and DiMaiolo, Bob and Qian, Jingyu and Shah, Chirag and Zhang, Yuankai and Chen, Ang and Haeberlen, Andreas and Loo, Boon Thau and Phan, Linh Thi Xuan and Sherr, Micah and Shields, Clay and Zhou, Wenchao",https://dl.acm.org/doi/pdf/10.1145/3274694.3274727,https://github.com/dedos-project/DeDOS,ACSAC,2018,0,2,1,2,01/11/2018,C,,0,-1,,1,NSF,0,Compiles but fails tests. Can't fully test because it requires a browser
ZeroAUDIT,"Luthra, Aman and Cavanaugh, James and Olcese, Hugo Renzzo and Hirsch, Rina M. and Fu, Xiang",https://dl.acm.org/doi/pdf/10.1145/3427228.3427249,https://github.com/xfu2006/ACSAC20_Artifact,ACSAC,2020,0,1,1,2,09/15/2020,,,5,-1,,-1,Google GCP Research Credit Program,0,"Artifact is a VM image, can't test"
CommanderGabble: A Universal Attack Against ASR Systems Leveraging Fast Speech,"Zhang, Zhaohe John and Yang, Edwin and Fang, Song",https://dl.acm.org/doi/pdf/10.1145/3485832.3485892,https://commandergabble.info/,ACSAC,2021,0,2,1,1,N/A,,,-1,-1,,0,NSF,0,"Paper is on ASR systems, tests are run on Amazon Alexa, Google Assistant, and Microsoft Cortana. Need extensive environment set up to test, skipping."
Improving Accuracy of Android Malware Detection with Lightweight Contextual Awareness,"Allen, Joey and Landen, Matthew and Chaba, Sanya and Ji, Yang and Chung, Simon Pak Ho and Lee, Wenke",https://dl.acm.org/doi/pdf/10.1145/3274694.3274744,https://github.com/jallen89/pikadroid.git,ACSAC,2018,0,-1,5,-1,N/A,,,-1,-1,,-1,ONR,0,Bad Link
StateDroid: Stateful Detection of Stealthy Attacks in Android Apps via Horn-Clause Verification,"Junaid, Mohsin and Ming, Jiang and Kung, David",https://dl.acm.org/doi/pdf/10.1145/3274694.3274707,https://github.com/mohsinjuni/statedroid,ACSAC,2018,1,1,0,1,09/30/2020,Java,,-1,-1,,1,N/A,0,"Requires Android, skipping"
Koinonia: verifiable e-voting with long-term privacy,"Huangyi Ge, Sze Yiu Chau, Victor E Gonsalves, Huian Li, Tianhao Wang, Xukai Zou, Ninghui Li",https://dl.acm.org/doi/pdf/10.1145/3359789.3359804,https://github.com/gehuangyi20/Koinonia,ACSAC,2019,0,2,1,2,11/10/2020,C,,2,-1,,1,DARPA,0,Seems to be an issue with the dependency browserify
